district,rera_id,project_name,promoter_name,location_pin_code,location_lat_long,project_status,proposed_date_of_completion,revised_proposed_date_of_completion,extended_date_of_completion,project_type,project_area_(sqmts),recreational_open_space,sanctioned_fsi,date_last_modified,cases_count,complaints_count,number_of_appartments,number_of_booked_appartments,number_of_plots,area_of_plot(in_sqmts),number_of_plots_booked_/_alloted_/_sold,number_of_basements,number_of_plinth,number_of_podiums,number_of_sanctioned_floors,number_of_stilts,total_no__of_open_parking_as_per_sanctioned_plan_(4-wheeler+2-wheeler),number_of_closed_parking
Nagpur,P50500021619,UTTARA PARK,SUNDERSHILP BUILDERS AND DEVELOPERS,441110,,New Project,05/30/2023,,,Residential,2274.0,0.0,2940.0,07/10/2019,,,40.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0
Nagpur,P50500021582,PRABHA CITY LOTUS-2,RUPALI PRAMOD GHARDE,440030,,New Project,06/30/2021,,,Residential,1135.64,0.0,1608.36,02/08/2022,,,32.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0
Nagpur,P50500021601,AGASTI,MAHARSHEE BUILDERS,440015,,New Project,12/30/2022,,,Residential,544.0,544.0,708.0,07/06/2019,,,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0
Nagpur,P50500021586,PRANISHA ENCLAVE,THE RAAMAN CONSTRUCTIONS,440023,,New Project,06/30/2023,,,Residential,675.0,0.0,876.0,12/24/2021,,,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,6.0,6.0
Nagpur,P50500021947,Anjaneya Vatika,Shri Anjaneya Developers Pvt. Ltd.,441110,"('21.072772522513652','78.967032864856720')",New Project,07/31/2023,,,Residential,1164.48,0.0,1047.55,08/15/2021,,,18.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0
Nagpur,P50500021912,Raj Palace 9,RAJ BUILDCON,440034,,New Project,09/30/2022,,,Residential,503.0,0.0,645.45,04/04/2023,,,12.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0
Nagpur,P50500021868,Vaishnav Sai 2,Matoshree Infrastructure,440009,,New Project,12/30/2023,,,Residential,255.5,275.95,651.06,12/22/2020,,,12.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,1.0
Nagpur,P50500021962,WKD NEST,Ghanshyam Wasudeorao Dhokne,440023,"('21.165553600000000','78.981720000000000')",New Project,08/03/2023,,,Residential,647.5,0.0,906.03,08/17/2021,,,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0
Nagpur,P50500021817,RAI AASHIYANA III,RAI UDYOG LIMITED,440030,,New Project,01/30/2022,,,Residential,845.27,0.0,1098.29,07/24/2019,,,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0
Nagpur,P50500022603,SPDL Greens Row House Phase I,SANDEEP DWELLERS PVT. LTD.,440026,"('21.718700000000000','79.655800000000000')",New Project,08/28/2025,,,Residential,1245.5,219.8,1141.0,01/13/2024,,,10.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,10.0,0.0
Nagpur,P50500022292,SARA VALLEY,SARA INFRA,440023,,New Project,04/21/2025,,,Residential,11400.0,1141.51,1509.8,06/15/2021,,,106.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,15.0,3.0,0.0,3.0
Nagpur,P50500021972,SAIRAM,HARE KRISHNA BUILDERS,440034,,New Project,12/30/2024,,,Residential,1577.6,0.0,2582.0,01/25/2021,,,48.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0
Nagpur,P50500023460,SWAMI NIWAS,SWAMI SAMARTH KRUPA INFRASTRUCTURE PRIVATE LIMITED,441110,"('21.171464000000000','79.014025000000000')",New Project,06/30/2022,,,Residential,426.72,0.0,508.14,12/23/2022,,,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,5.0
Nagpur,P50500022290,WHITE TIGER AND WILD FLOWER,MILINDKUMAR BHAURAO MESHRAM,440015,"('21.718700000000000','79.655800000000000')",New Project,12/30/2023,,12/31/2026,Residential,7409.36,1496.0,5339.0,06/23/2023,,,168.0,54.0,0.0,0.0,0.0,2.0,2.0,0.0,6.0,576.0,0.0,0.0
Nagpur,P50500021986,GALAXY MANSION- IX,GALAXY ASSOCIATES,440034,"('21.077715000000000','79.074849000000000')",New Project,12/30/2022,,,Residential,464.25,0.0,649.95,08/17/2021,,,11.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0
Nagpur,P50500022496,Richmen Homes,Green Edifice Infraventures Private Limited,440013,,New Project,08/28/2026,,,Residential,3933.38,0.0,4916.0,09/20/2019,,,30.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,6.0,1.0,0.0,394.0
Nagpur,P50500022368,SHREE VINAYAK APPARTMENT,DELTA DEVELOPERS,440020,,New Project,12/30/2022,,,Residential,720.7,0.0,1403.43,08/18/2019,,,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,12.0,1.0
Nagpur,P50500022465,GULMOHAR PLAZA,BHARMAL BUILDERS & DEVELOPERS,440013,,New Project,12/30/2024,,,Residential,1491.57,0.0,2311.93,09/30/2021,,,43.0,43.0,0.0,0.0,0.0,0.0,2.0,10.0,10.0,2.0,2.0,2.0
Nagpur,P50500022172,DEV DUTTA REGENCY,MINAL GIRISH GULHANE,440024,"('21.113101200000000','79.114394000000000')",New Project,12/30/2023,,,Residential,464.51,0.0,587.13,12/26/2023,,,21.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,1.0
Nagpur,P50500022409,PYRAMID NEST,YOGENDRA RATAN KASHYAP,440014,,New Project,03/30/2023,,,Residential,1662.9,0.0,2419.0,01/20/2023,,,48.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,14.0,1.0
Nagpur,P50500022265,EARTH HEIGHT II- WING B,EARTH INFRA,440009,,New Project,03/30/2023,,,Residential,824.0,824.0,1059.0,01/10/2022,,,20.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0
Nagpur,P50500024726,SHIV OM ENCLAVE,JAYPRAKASH BALIRAM SAHAJRAMANI,440026,,New Project,12/30/2020,,,Residential,836.06,0.0,1086.0,02/08/2022,,,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0
Nagpur,P50500023324,Manjusha Aura,Subhash Motiram Kasulkar,441110,,New Project,08/28/2023,,,Residential,669.06,0.0,793.24,06/22/2023,,,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0
Nagpur,P50500023088,AADHAR NAGARI,MADHAV INFRA,441108,,New Project,10/28/2023,,10/27/2024,Residential,44609.0,23640.0,44609.0,10/16/2023,,,1303.0,660.0,0.0,0.0,0.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0
Nagpur,P50500022443,MAXX GLORY,MAXX BUILDER AND DEVELOPERS,440034,"('21.718700000000000','79.655800000000000')",New Project,09/24/2024,,,Residential,16200.0,1620.0,40952.57,01/10/2024,,,312.0,230.0,0.0,0.0,0.0,0.0,3.0,3.0,42.0,3.0,0.0,312.0
Nagpur,P50500022483,RAM-INDU APARTMENTS,AKASH CONSTRUCTION CO.,440025,"('21.109466899203948','79.064189899366740')",New Project,10/30/2023,,,Residential,441.27,0.0,553.18,09/19/2019,,,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,1.0,1.0
Nagpur,P50500022678,SUPREME BLOSSOMS,SUPREME URBAN REALITIES PRIVATE LIMITED,441111,"('21.222814735008400','79.079796836709650')",On-Going Project,09/30/2023,09/30/2024,,Residential,19766.0,2193.0,13634.0,05/04/2023,,,200.0,30.0,0.0,0.0,0.0,0.0,3.0,0.0,28.0,3.0,1.0,3.0
Nagpur,P50500023552,SDPL Aashray Beltarodi,SANDEEP DWELLERS PVT. LTD.,440037,"('21.070705166470358','79.072966709899900')",New Project,12/30/2025,,,Residential,9000.0,750.0,16853.43,01/13/2024,,1.0,600.0,516.0,0.0,0.0,0.0,0.0,5.0,0.0,40.0,0.0,0.0,108.0
Nagpur,P50500022622,Universal 11 up Apartments,UNIVERSAL HOUSE PVT. LTD.,440010,"('21.136948098631150','79.056099532610350')",New Project,09/30/2023,,,Residential,1020.81,0.0,3194.0,04/08/2023,,,22.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,20.0,25.0
Nagpur,P50500023742,DESTINY BREEZE,ASA ASSOCIATES,440015,,New Project,03/30/2022,,,Residential,582.28,0.0,0.0,07/11/2020,,,2621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0
Nagpur,P50500022909,EMINENT RESIDENCY,KAPIL NANDKISHOR NATHANI,440008,,New Project,12/30/2025,,,Residential,922.33,115.93,1844.67,03/31/2022,,,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0
Nagpur,P50500022949,ANEEKA APPARTMENTS,SANGITA LAND VENTURES,440026,,New Project,03/30/2024,,,Residential,1178.96,0.0,1685.0,08/29/2020,,,39.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,24.0,12.0
Nagpur,P50500022763,Skyline Signature Annex,M S Associate Builders,440013,,New Project,12/30/2023,,,Residential,1017.57,0.0,1547.21,10/11/2019,,,29.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,15.0,0.0
Nagpur,P50500024420,SHREE GANESH SANIDHYA,SACHANI DEVELOPERS LLP,441111,"('21.718700000000000','79.655800000000000')",New Project,03/30/2023,,,Residential,1669.21,0.0,2328.0,01/14/2023,,,32.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,12.0
Nagpur,P50500023240,LEVERAGE GREENWOODS HARMONY,Leverage Spaces LLP,440034,"('21.718700000000000','79.655800000000000')",New Project,03/30/2024,,,Residential,7483.22,748.49,10297.68,03/12/2023,,,80.0,80.0,0.0,0.0,0.0,0.0,2.0,0.0,20.0,2.0,172.0,80.0
Nagpur,P50500023065,Janki Sahaniwas,Narendra Dharnidharji Gandhi,440036,"('21.600000000000000','79.100000000000000')",New Project,09/30/2024,,,Residential,3091.53,0.0,9906.0,04/19/2023,,,259.0,257.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0
Nagpur,P50500023741,CREATIVE HOMES GREENVIEW,PANKAJ BUILDERS,440013,,New Project,12/30/2024,,,Residential,1440.05,0.0,2321.0,12/27/2019,,,40.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0
Nagpur,P50500023173,Gaurav Signature,KRISHNAKANT  GIRI,440002,,New Project,03/30/2022,,,Residential,924.1,0.0,1960.0,02/22/2022,,,28.0,28.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,1.0
Nagpur,P50500023320,PRERNA ORBIT,VARDAN BUILDCON,440023,,New Project,03/30/2024,,,Residential,557.35,0.0,721.85,03/28/2023,,,16.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0
Nagpur,P50500023199,GOPALA APARTMENTS,Shri Parasnath Properties,440030,,New Project,03/30/2023,,,Residential,727.88,0.0,946.25,05/02/2022,,,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,10.0,8.0
Nagpur,P50500023584,KARAN VILLA,SHIRISH JANGLE & OTHER,440027,,New Project,05/30/2023,,,Residential,465.0,0.0,603.0,01/06/2024,,,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,4.0
Nagpur,P50500024665,MADHAV-1 COMPLEX,VIJAY MADHAVRAO CHIKTE,440034,"('21.130866469183058','79.142248227291930')",New Project,11/28/2022,,11/28/2024,Residential,385.0,68.0,499.0,11/21/2022,,,13.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,12.0,1.0,12.0
Nagpur,P50500023454,Silver Paradise,Raghukul Constructions Pvt. Ltdd,440015,"('21.145800400000000','79.088154600000000')",On-Going Project,12/30/2026,12/30/2026,,Residential,1872.2,0.0,7778.95,07/20/2023,,,96.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,1.0,14.0,32.0
Nagpur,P50500023811,EMPIRE ESTATE PHASE II,empire ventures,440027,"('21.718700000000000','79.655800000000000')",New Project,12/30/2023,,,Residential,947.68,0.0,1231.99,12/20/2021,,,24.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,15.0,3.0,0.0,3.0
Nagpur,P50500024213,MAHALAXMI RESIDENCY,PRABHAV VIJAY KHAWASE,440024,,New Project,05/30/2022,,,Residential,371.6,0.0,368.0,05/23/2023,,,9.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,2.0
Nagpur,P50500023293,"VIRAJ JAGDAMBA BUILDING No. 3, 4, 5",NEW VIRAJ HOUSING AGENCY,441203,,New Project,03/30/2022,,,Residential,1368.23,0.0,1960.0,05/23/2023,,,29.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,13.0,3.0,0.0,3.0
Nagpur,P50500023479,DURVANG RESIDENCY-3,PANKAJ  KOLHE,440027,,New Project,03/30/2025,,,Residential,447.66,0.0,571.55,03/18/2023,,,14.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,35.0
Nagpur,P50500025919,HBA PARK,HBA CONSTRUCTION COMPANY PVT.LTD,441002,,New Project,06/30/2030,,,Residential,6250.0,627.11,14045.37,01/11/2024,,,250.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,37.0,4.0,36.0,45.0
Nagpur,P50500023539,SAIRAM-II,PANKAJ CONSTRUCTIONS,440017,,New Project,12/30/2024,,,Residential,1900.0,0.0,2424.0,09/30/2021,,,55.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,20.0,0.0
Nagpur,P50500024282,Shree Ganesh Northstar,SHREE GANESH BUILDERS LIMITED,440026,"('21.718700000000000','79.655800000000000')",New Project,01/15/2025,,,Residential,3046.6,0.0,5903.0,01/12/2024,,,111.0,38.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,11.0,40.0
Nagpur,P50500023665,VEDANT GARNET,NANIS BUILDCON PRIVATE LIMITED,440023,,New Project,12/30/2023,,,Residential,1500.0,0.0,1949.02,04/23/2022,,,36.0,33.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,19.0
Nagpur,P50500023634,JAMNA PALACE,PRABHU MULTIVENTURES,440014,,New Project,06/30/2023,,06/29/2024,Residential,877.36,0.0,1558.4,01/08/2024,,,20.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,1.0,0.0,11.0
Nagpur,P50500023801,SHANKARRAO JIBHKATE NAGAR PHASE 1,VED INFRAA,441002,,New Project,11/28/2025,,,Residential,6950.0,0.0,8130.0,06/13/2023,,,107.0,15.0,0.0,0.0,0.0,0.0,5.0,0.0,22.0,5.0,0.0,5.0
Nagpur,P50500025060,SONAL ENCLAVE,M/s Vanshika Developers & Promoters,440023,,New Project,12/30/2022,,,Residential,477.0,0.0,620.0,11/03/2022,,,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,6.0,1.0
Nagpur,P50500024046,SHREE RESIDENCY,SACHIN ASHOK KHARE,440025,,New Project,03/30/2022,,,Residential,1943.28,0.0,2962.38,01/13/2020,,,64.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,1.0
Nagpur,P50500024689,USHKAAL HEIGHTS,SWAPNA SHILP DEVELOPERS AND BUILDERS,440022,,New Project,03/30/2024,,,Residential,780.36,0.0,1587.06,07/05/2021,,1.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,10.0,0.0
Nagpur,P50500024714,ASHISH ENCLAVE,M/S. MANDAL ASSOCIATES,440023,,New Project,12/30/2025,,,Residential,459.48,0.0,0.0,02/06/2020,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,8.0,0.0
Nagpur,P50500024105,SATYAM ORCHID,OMSATYAM BUILDCONS PRIVATE LIMITED,441123,"('21.718700000000000','79.655800000000000')",New Project,01/01/2024,,,Residential,2272.07,0.0,3964.53,04/21/2022,,,63.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,1.0,1.0
Nagpur,P50500024471,NIYOJEET SAHYOG GRUH NIRMAN SAHKARI SOCIETY,NIYOJEET SAHYOG GRUH NIRMAN SAHAKARI SOCIETY,440016,,New Project,12/30/2025,,,Residential,860.0,0.0,985.86,02/05/2020,,,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0
Nagpur,P50500024193,Shiv Brighton Phase IV,Om Shivam Buildcon Private Limited,441108,,New Project,01/30/2024,,01/29/2025,Residential,8198.0,819.0,11451.39,11/02/2023,,,156.0,138.0,0.0,0.0,0.0,0.0,4.0,0.0,43.0,0.0,0.0,0.0
Nagpur,P50500024271,Shiv Brighton Phase III,Om Shivam Buildcon Private Limited,441108,,New Project,01/30/2024,,,Residential,6717.0,672.0,9306.0,11/02/2023,,,128.0,123.0,0.0,0.0,0.0,0.0,4.0,0.0,36.0,4.0,200.0,18.0
Nagpur,P50500024391,Jayanti Nagari VII - Wing-A-B,Abhijit Realtors & Infraventures Pvt Ltd,440034,"('21.718700000000000','79.655800000000000')",New Project,05/30/2026,,,Residential,5955.91,0.0,12454.95,12/02/2022,,,172.0,39.0,0.0,0.0,0.0,6.0,2.0,0.0,46.0,2.0,50.0,20.0
Nagpur,P50500024602,GOVIND ENCLAVE,CONCRETE DEVELOPERS,440023,"('21.718700000000000','79.655800000000000')",New Project,12/30/2024,,,Residential,2925.0,585.0,6422.35,11/29/2023,,,109.0,67.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,145.0,261.0
Nagpur,P50500024654,GAJANAN PRIDE,Yogesh Rajendra Pali & Shilpa Yogesh Pali,441501,,New Project,12/30/2022,,,Residential,451.0,0.0,465.44,02/15/2020,,,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0
Nagpur,P50500024909,Dravya Shree Krupa,Dravya Builders and Developers,440022,,New Project,03/30/2023,,,Residential,457.5,0.0,743.0,06/28/2023,,,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,1.0
Nagpur,P50500024745,NEEL VIHAR 2,NEELGAGAN DEEVELOPERS,440034,,New Project,12/30/2031,,,Residential,5171.63,1980.48,5171.63,02/06/2020,,,70.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,17.0,0.0,7.0,0.0
Nagpur,P50500024762,Royal Park,Samrat Buildcon,440023,,New Project,11/28/2023,,,Residential,1201.8,0.0,1818.49,08/23/2023,,,39.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0
Nagpur,P50500024678,KRISHNA HEIGHTS,SHRI SANT LAHANUJI DEVELOPERS,440002,,New Project,09/30/2024,,,Residential,556.81,0.0,1113.62,02/23/2020,,,19.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0
Nagpur,P50500025013,Green City 4,GREEN SPACE INFRA VENTURES,441108,"('21.055972012141567','79.087456867706280')",New Project,09/30/2024,,,Residential,7924.72,795.06,11226.73,01/24/2023,,,195.0,70.0,0.0,0.0,0.0,0.0,3.0,0.0,18.0,2.0,40.0,2.0
Nagpur,P50500025134,"LEVERAGE GREENWOODS - HARMONY, WING - A",Leverage Spaces LLP,440034,"('21.718700000000000','79.655800000000000')",New Project,03/30/2025,,,Residential,7483.22,748.49,10297.68,08/08/2023,,,40.0,40.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,78.0,48.0
Nagpur,P50500025146,ATHARVA,NANIK ADISUN INFRA,440022,,New Project,09/30/2020,,,Residential,510.0,0.0,918.0,03/12/2020,,,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,2.0,8.0
Nagpur,P50500025106,SAI RESIDENCY-1,POTENTIAL DEVELOPERS,441108,,New Project,03/30/2025,,,Residential,1900.0,190.0,2394.0,03/18/2020,,,20.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0
Nagpur,P50500025022,MAHALAXMI RESIDENCY,MAHALAXMI CONSTRUCTION,440034,,New Project,03/30/2031,,,Residential,456.76,0.0,593.79,03/08/2020,,,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0
Nagpur,P50500027882,PMAY 16 EWS And LIG Housing Scheme Sontakke Heights,Deoratna Infrastructure Pvt limited,440034,,New Project,09/13/2025,,,Residential,1286.61,0.0,3189.36,10/20/2023,,,56.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,1.0,23.0
Nagpur,P50500025407,909 ASHTAVINAYAK,A. A. CONSTRUCTIONS,440010,,New Project,04/01/2024,,,Residential,859.32,0.0,1786.3,11/03/2021,,,36.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,1.0,0.0,1.0
Nagpur,P50500025423,NANIK ASHTAVINAYAK BHAKTI PHASE III,NANIK ENTERPRISES,440013,,New Project,09/30/2020,,,Residential,1372.18,0.0,2922.66,05/22/2020,,,42.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0,0.0
Nagpur,P50500026585,SWAMI PRIDE,SWAMI SAMARTH KRUPA INFRASTRUCTURE PRIVATE LIMITED,440007,"('21.174883000000000','79.040117000000000')",New Project,11/30/2026,,,Residential,836.12,0.0,2068.06,09/18/2023,,,25.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,17.0,13.0
Nagpur,P50500025634,SAKET APARTMENTS,SANSKRUTI INFRA,440003,,New Project,06/30/2024,,,Residential,545.84,0.0,929.38,09/27/2021,,,15.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,3.0,0.0
Nagpur,P50500025822,MAULI APARTMENT,Shri Swami Samarth Developers,441122,,New Project,06/23/2024,,,Residential,460.0,0.0,720.88,06/19/2020,,,16.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0
Nagpur,P50500025729,ANGEL REGENCY,ANGEL DWELLERS INFRATECH PRIVATE LIMITED,440023,,New Project,12/30/2023,,,Residential,658.44,0.0,855.79,06/03/2022,,,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,1.0
Nagpur,P50500025707,PRABHA CITY LOTUS-3,RUPALI PRAMOD GHARDE,440030,,New Project,06/30/2023,,,Residential,1125.06,0.0,1538.5,02/08/2022,,,32.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,17.0
Nagpur,P50500026256,MAHADEV GALAXY,MAHADEV MARKEING COMPANY,440008,"('21.153644000000000','79.127486000000000')",New Project,09/30/2024,,,Residential,1845.93,0.0,4231.0,02/25/2023,,,61.0,38.0,0.0,0.0,0.0,1.0,464.0,116.0,4231.0,8.0,710.0,8.0
Nagpur,P50500026021,Sai Villa 5,Earth Infra Venture,440015,"('21.718700000000000','79.655800000000000')",New Project,01/01/2023,,,Residential,1395.0,348.75,1307.81,12/17/2022,,,76.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,19.0,0.0
Nagpur,P50500026189,Devki Heights-B,HEMANT BALIRAM MADNE,440013,"('21.174054797522070','79.024285057470700')",New Project,06/30/2023,,,Residential,509.21,0.0,661.46,04/18/2023,,,14.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0
Nagpur,P50500025861,HM ENCLAVE,HM Infra,440017,,New Project,06/30/2024,,,Residential,600.0,0.0,965.56,09/01/2023,,,20.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,8.0,12.0
Nagpur,P50500025838,AMRAPALI PHASE-II,JARRY PROFITS,440026,,New Project,12/30/2023,,,Residential,627.0,0.0,813.8,11/20/2023,,,,,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,1.0,1.0
Nagpur,P50500025924,46 WEST AVENUE,UNIVERSAL HOUSE PVT. LTD.,440010,,New Project,12/30/2023,,,Residential,836.19,836.19,1770.12,04/08/2023,,,16.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,16.0
Nagpur,P50500026092,Aspen,Luxora Infrastructure Private Limited,440034,,New Project,03/30/2024,,,Residential,3233.91,0.0,5324.62,12/26/2023,,,93.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,93.0,0.0
Nagpur,P50500026118,Birch,Luxora Infrastructure Private Limited,440034,,New Project,03/30/2024,,12/31/2026,Residential,3143.36,0.0,5324.62,12/20/2023,,,93.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,93.0,9.0
Nagpur,P50500025950,ROYAL DREAM CITY - WING A,SHRINIWASA BUILDERS AND DEVELOPERS LLP,441501,,New Project,01/26/2025,,,Residential,3990.0,377.43,2713.55,08/14/2021,,,54.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,1.0,1.0
Nagpur,P50500026071,SHREE SHIVGAURI RESIDENCY,M/S SHRI KEDARESHWAR BUILDERS & DEVELOPERS,440036,"('21.106958423875835','79.022095571549970')",New Project,01/31/2023,,01/30/2024,Residential,4277.2,10336.71,5381.0,02/09/2023,,,199.0,87.0,0.0,0.0,0.0,1.0,1.0,0.0,12.0,1.0,0.0,1.0
Nagpur,P50500026827,SDPL Om,SANDEEP DWELLERS PVT. LTD.,440008,,New Project,04/30/2026,,,Residential,3270.18,0.0,4537.64,01/13/2024,,,104.0,63.0,0.0,0.0,0.0,0.0,4.0,0.0,36.0,0.0,30.0,0.0
Nagpur,P50500027741,Diamondleaf,Luxora Infrastructure Private Limited,440034,,New Project,06/30/2024,,,Residential,2246.27,0.0,3562.38,12/26/2023,,,93.0,59.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,93.0,0.0
Nagpur,P50500026376,DURVANG RESIDENCY-5,PANKAJ RAMKRISHNA KOLHE,440036,,New Project,03/30/2027,,,Residential,720.0,0.0,934.0,09/10/2020,,,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0
Nagpur,P50500026488,Sai Shrushti,Bhoomi Creation,440036,"('21.111746562536926','79.024429455566420')",New Project,09/30/2024,,,Residential,1102.3,0.0,1708.14,12/22/2023,,,38.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,24.0,84.0
Nagpur,P50500026391,Vinayak Classic,Purushottam Narayan Bhange,440022,"('21.718700000000000','79.655800000000000')",New Project,03/31/2021,,,Residential,487.64,0.0,479.58,09/15/2020,,,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,9.0,1.0
Nagpur,P50500026491,GULMOHOR NIWAS,NAGPUR INFRASTRUCTURES,440036,,New Project,03/30/2023,,,Residential,398.44,0.0,100.0,03/02/2022,,,12.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0
