district,rera_id,project_name,promoter_name,location_pin_code,location_lat_long,project_status,proposed_date_of_completion,revised_proposed_date_of_completion,extended_date_of_completion,project_type,project_area_(sqmts),recreational_open_space,sanctioned_fsi,date_last_modified,cases_count,complaints_count,number_of_appartments,number_of_booked_appartments,number_of_plots,area_of_plot(in_sqmts),number_of_plots_booked_/_alloted_/_sold,number_of_basements,number_of_plinth,number_of_podiums,number_of_sanctioned_floors,number_of_stilts,total_no__of_open_parking_as_per_sanctioned_plan_(4-wheeler+2-wheeler),number_of_closed_parking
Nagpur,P50500002521,ABHINAV  RESIDENCY,NANAKCHAND R AGRAWAL,440023,"('21.133137600000000','78.906192100000000')",On-Going Project,03/31/2017,08/31/2018,,Residential,445.86,0.0,445.5,10/04/2018,,,10.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,3.0,6.0
Nagpur,P50500002647,Mahalaxmi City Phase II,GRUHLAXMI LIFE SPACE PRIVATE LIMITED,441111,"('21.228199700000000','79.066624100000000')",On-Going Project,05/10/2017,11/24/2020,05/24/2022,Residential,435.38,5244.18,843.32,04/15/2020,,,28.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,2.0,13.0,9.0
Nagpur,P50500003127,Mahalaxmi City Phase III,Gruhlamxi Life Space Private Limited,441111,"('21.228199700000000','79.066624100000000')",On-Going Project,05/10/2017,11/20/2020,12/31/2022,Residential,435.38,5244.0,1124.56,04/15/2020,,,28.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,2.0,16.0,12.0
Nagpur,P50500002498,Mahalaxmi City Phase IV,Gruhlaxmi LIfe Space Private Limited,441111,"('18.683111200000000','73.797792800000000')",On-Going Project,05/10/2017,11/20/2020,12/31/2022,Residential,590.48,5244.0,1213.32,04/14/2020,,,28.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,2.0,9.0,19.0
Nagpur,P50500001888,BABJI ENCLAVE,FAKHRI INFRAVENTURES,440034,"('21.075210800000000','79.077215900000000')",On-Going Project,12/31/2020,12/30/2021,,Residential,1500.0,0.0,1945.03,06/24/2021,,,34.0,33.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,1.0
Nagpur,P50500006514,aarti empire,G N CONSTRUCTION,440002,"('21.164447800000000','79.115336700000000')",On-Going Project,12/30/2018,03/31/2019,,Residential,444.29,450.0,386.79,07/28/2017,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,7.0,1.0
Nagpur,P50500002860,OM AARADHYA APARTMENT,INFINITI INFRAVENTURES,441111,"('18.533598900000000','73.830426900000000')",On-Going Project,07/31/2018,07/31/2018,,Residential,481.0,0.0,559.0,08/29/2018,,,11.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,8.0
Nagpur,P50500002892,BALAJI APARTMENTS,SMITA MUKUND VAIDYA,440015,"('21.111700200000000','79.072979300000000')",On-Going Project,03/31/2019,03/31/2019,,Residential,435.0,0.0,820.0,03/30/2019,,,12.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0
Nagpur,P50500004427,Godrej Anandam,Godrej Properties Limited,440018,"('21.148460200000000','79.095572300000000')",On-Going Project,08/31/2023,08/29/2024,,Residential,781.41,13191.41,963.31,01/27/2022,2.0,,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,19.0,1.0,0.0,1.0
Nagpur,P50500012175,ROYAL HEIGHTS,SHIBAAM INFRACON PRIVATE LIMITED,440030,"('21.182288800000000','79.072979300000000')",On-Going Project,01/31/2018,01/31/2018,,Residential,1207.91,0.0,1509.89,08/03/2021,,,46.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0
Nagpur,P50500010122,CONCEPT CITY,PRAKASH BHASKARRAO DESHMUKH,441108,"('19.014796200000000','72.845453400000000')",New Project,12/30/2023,,,Residential,10746.0,3570.0,13420.0,06/09/2020,,,308.0,30.0,0.0,0.0,0.0,0.0,4.0,0.0,27.0,4.0,0.0,28.0
Nagpur,P50500007762,DEVKI ELITE,HEMANT BALIRAM MADNE,440013,"('19.231344800000000','72.863529900000000')",On-Going Project,03/31/2019,03/31/2019,,Residential,438.21,248.84,497.93,07/21/2020,,,10.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0
Nagpur,P50500001914,PETALS,JD BUILDCON PVT LTD & SHRIKA DEVELOPERS PVT LTD,440010,"('21.137252900000000','79.058856000000000')",On-Going Project,04/30/2018,04/30/2019,,Residential,1649.9,0.0,4445.51,04/18/2018,,,22.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,1.0,0.0,42.0
Nagpur,P50500007301,ACHRAJ RIVIERA,Ratan Constructions,440030,"('21.182288800000000','79.072979300000000')",On-Going Project,06/30/2015,12/30/2021,,Residential,2685.2,0.0,4363.45,06/08/2020,,,58.0,28.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,2.0,144.0,78.0
Nagpur,P50500011968,VIDARBHA PREMIER SAHANIWAS JAITALA.NAGPUR,PRAKASH NARAYANRAO RAOLE,440036,"('21.102880300000000','79.027777400000000')",On-Going Project,07/15/2016,12/31/2018,10/30/2020,Residential,1739.5,1739.5,1738.4,12/30/2017,,,31.0,28.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0
Nagpur,P50500003586,Fortune Heights,Shree Maa Mahalakshmi Infraventures Private Limited,440025,"('21.099569300000000','79.067330200000000')",On-Going Project,07/31/2018,10/31/2018,,Residential,1017.21,122.39,1973.2,06/09/2018,,,18.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,1.0,45.0,31.0
Nagpur,P50500003312,AATREYA REGENCY,HARSHALI ANOOP DESHPANDE,441110,"('21.093678500000000','78.976899900000000')",On-Going Project,01/31/2018,01/31/2018,,Residential,1353.0,0.0,1623.0,01/22/2018,,,32.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,16.0,16.0
Nagpur,P50500006079,Dhanwantari Heights,Gandhe Construction Company,440010,"('21.137252900000000','79.058856000000000')",On-Going Project,12/31/2017,12/31/2017,,Residential,904.88,0.0,859.4,07/27/2017,,,9.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0
Nagpur,P50500002626,SINGAPORE LIFE CITY,DHL INFRABULLS,441108,"('21.033393700000000','78.954279000000000')",On-Going Project,10/31/2019,10/31/2019,10/30/2021,Residential,8457.53,0.0,12296.0,02/29/2020,,,172.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,29.0,7.0,3.0,7.0
Nagpur,P50500006157,"Construction of 20 MIG flats on S.No.42,60 at Nari, Nagpur",MHADA (Nagpur Board),440026,"('18.480762700000000','73.872430100000000')",On-Going Project,12/31/2017,03/18/2018,,Residential,1410.08,0.0,1390.0,02/13/2019,,,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0
Nagpur,P50500013935,Shriram Niwas Yojna - ii,"Navin Subhedar Nagari Sahakari Pat Sanstha Maryadit, Nagpur",440009,"('21.136394000000000','79.099714000000000')",On-Going Project,03/30/2017,12/31/2017,,Residential,661.92,0.0,,12/22/2022,,,16.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0
Nagpur,P50500006571,MEGHDOOT ENCLAVE,RAGHAV ASSOCIATES,440034,"('21.091070600000000','79.123544600000000')",On-Going Project,07/31/2018,12/31/2018,10/30/2020,Residential,3780.11,0.0,4723.85,06/19/2018,,,89.0,73.0,0.0,0.0,0.0,0.0,4.0,0.0,18.0,4.0,16.0,31.0
Nagpur,P50500006270,GARDEN COURT,Rathi Realty,440034,"('17.273663900000000','74.617534100000000')",On-Going Project,06/30/2020,12/30/2020,,Residential,5475.35,863.42,7559.54,01/06/2020,,,127.0,48.0,0.0,0.0,0.0,0.0,3.0,0.0,19.0,3.0,10.0,56.0
Nagpur,P50500013221,JP ENIGMA,Jaiprakash Gurdasmal Khushalani,440004,"('21.173125800000000','79.089608900000000')",On-Going Project,05/17/2013,12/31/2017,,Residential,874.9,57.0,1553.44,07/30/2017,,,18.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,1.0,10.0,1.0
Nagpur,P50500004233,anupama pearl regency,jarry profit,440013,"('21.181359800000000','79.013647500000000')",New Project,01/19/2021,,,Residential,463.21,0.0,463.19,02/08/2022,,,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,4.0,1.0
Nagpur,P50500006543,MULTANI APARTMENT,SHEWALKAR DEVELOPERS LIMITED,440001,"('21.158391700000000','79.067330200000000')",On-Going Project,03/31/2019,03/31/2019,09/29/2024,Residential,495.95,0.0,991.0,05/10/2023,,,15.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,15.0,0.0
Nagpur,P50500013895,ASHOK VATIKA,KOLBASWAMI AWIRAT CONSTRUCTION AND DEVLOPERS,440034,"('21.097704900000000','79.129451600000000')",New Project,12/30/2025,,,Residential,3470.76,2042.38,4755.36,01/08/2021,,,98.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,29.0,0.0
Nagpur,P50500002936,Treeline 5,Luxora Infrastructure Private Limited,440034,"('18.581746900000000','73.981705600000000')",On-Going Project,12/31/2016,12/31/2019,12/30/2021,Residential,6037.0,0.0,7366.56,01/20/2023,,1.0,48.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,54.0
Nagpur,P50500011868,BALASAHEB DEORAS SAHANIWAS PHASE 2,PRAKASH NARAYANRAO RAOLE,440032,"('18.501960600000000','73.933024200000000')",On-Going Project,05/31/2017,03/31/2019,03/30/2022,Residential,1695.0,0.0,3104.0,04/13/2023,,,245.0,201.0,0.0,0.0,0.0,3.0,3.0,0.0,26.0,0.0,0.0,0.0
Nagpur,P50500006012,BALAJI ANANDAM,BALAJI BUILDCRAFT INFRA PRIVATE LIMITED,440022,"('21.115747200000000','79.044730600000000')",On-Going Project,11/15/2017,12/31/2017,12/31/2018,Residential,4206.33,0.0,,12/07/2018,,,40.0,38.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,1.0,0.0,1.0
Nagpur,P50500008240,NEEL VIHAR WING-B,Neel Gagan Developers,440034,"('19.172080400000000','72.948255000000000')",On-Going Project,12/30/2016,05/28/2018,,Residential,2160.0,0.0,2700.0,04/25/2018,,,48.0,48.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,111.0,1.0,0.0
Nagpur,P50500002858,GAJANAN PALACE,SHREE GAJANAN BUILDERS AND DEVELOPERS,440013,"('18.623907900000000','73.812498400000000')",On-Going Project,03/30/2018,03/30/2018,,Residential,1088.17,0.0,1746.2,04/10/2021,,,20.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,8.0,1.0
Nagpur,P50500003509,Vista 3B,Luxora Infrastructure Private Limited,440034,"('18.821176700000000','74.373091500000000')",On-Going Project,12/31/2017,12/30/2021,12/31/2026,Residential,3558.0,0.0,7692.74,12/26/2023,,,84.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,30.0,6.0
Nagpur,P50500006022,SWAPNIL ENCLAVE,SWAPNIL ASSOCIATES,440023,"('19.136792700000000','72.857909500000000')",On-Going Project,03/31/2018,03/31/2019,09/30/2020,Residential,6713.0,1725.0,6756.0,07/31/2017,,1.0,115.0,82.0,0.0,0.0,0.0,0.0,4.0,0.0,20.0,4.0,49.0,38.0
Nagpur,P50500011412,Treeline 6,Luxora Infrastructure Private Limited,440034,"('21.080199700000000','79.120277200000000')",On-Going Project,12/31/2016,12/31/2019,03/30/2025,Residential,6105.0,0.0,5794.42,12/20/2023,,,48.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,54.0
Nagpur,P50500007132,Shiv Elite Phase II,Om Shivam Buildcon Private Limited,441108,"('21.054968000000000','79.076862900000000')",On-Going Project,07/31/2018,07/31/2018,,Residential,10120.64,5170.2,12455.71,08/04/2018,,,198.0,194.0,0.0,0.0,0.0,0.0,6.0,0.0,46.0,0.0,0.0,99.0
Nagpur,P50500007884,Vista 3C,Luxora Infrastructure Private Limited,440034,"('19.211680500000000','73.090700000000000')",On-Going Project,03/31/2017,12/31/2019,06/30/2024,Residential,4207.0,0.0,7692.74,11/25/2023,,2.0,84.0,33.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,47.0,10.0
Nagpur,P50500010660,Primo 112,Luxora Infrastructure Private Limited,440034,"('21.080199700000000','79.120277200000000')",On-Going Project,12/31/2023,12/31/2019,12/31/2023,Residential,2602.35,0.0,4922.0,12/26/2023,,,90.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,21.0,10.0
Nagpur,P50500008630,Rachana Samruddhi,Rachana Developers,440034,"('21.080199700000000','79.120277200000000')",On-Going Project,07/31/2022,07/31/2023,,Residential,10500.0,1064.37,5083.13,11/23/2020,,,172.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,19.0,2.0,8.0,33.0
Nagpur,P50500008164,VITTHAL SAI ENCLAVE,MOHAN RAMRAO GAIKWAD,440025,"('21.106517525641320','79.057537477315460')",On-Going Project,07/31/2019,07/31/2019,12/30/2022,Residential,488.69,0.0,733.01,07/03/2021,,,14.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0
Nagpur,P50500005011,SUNCITY 2,KUKREJA INFRASTRUCTURES,440014,"('21.177507400000000','79.089924500000000')",New Project,12/29/2021,,,Residential,2550.0,0.0,2249.0,07/12/2022,,,81.0,45.0,0.0,0.0,0.0,1.0,1.0,0.0,20.0,1.0,14.0,58.0
Nagpur,P50500005466,BELLA VISTA,LAXMI KESHAV CONSTRUCTIONS AND SHRIKA DEVELOPERS PRIVATE LIMITED,440013,"('21.175287668086373','79.082087477097390')",On-Going Project,09/29/2017,12/31/2019,,Residential,1864.45,0.0,3632.42,07/12/2021,,,29.0,29.0,0.0,0.0,0.0,1.0,1.0,0.0,12.0,1.0,0.0,43.0
Nagpur,P50500005639,GURU BRAMHA APARTMENT,"M/s MAHARANA'S BUILDERS,DEVELOPERS AND ENGINEERS",440006,"('19.104715300000000','72.826827000000000')",On-Going Project,04/16/2017,12/31/2019,,Residential,1162.74,387.9,1453.42,07/14/2019,1.0,,19.0,19.0,0.0,0.0,0.0,2.0,1.0,0.0,6.0,0.0,4.0,0.0
Nagpur,P50500010478,Akshay,Mahendra Purushottam Tank,440002,"('21.164447800000000','79.115336700000000')",On-Going Project,12/31/2020,12/30/2022,,Residential,3735.77,2154.82,4582.91,12/09/2021,,,89.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,313.0,1.0
Nagpur,P50500009275,OAK SERENADE,OAK BUILDTECH INDIA LLP,440004,"('21.173125800000000','79.089608900000000')",On-Going Project,12/31/2018,12/31/2018,12/31/2019,Residential,1078.04,0.0,1137.26,08/26/2021,,,18.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0
Nagpur,P50500015286,HONEY KARTIK TOWER,T KHANDWANI BUILDERS AND DEVELOPERS,440008,"('19.188802300000000','72.819704300000000')",New Project,12/31/2018,,,Residential,1080.0,0.0,2160.0,01/30/2018,,,40.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,48.0,1.0,1.0
Nagpur,P50500009891,embassy,Kukreja embassy AOP,440013,"('18.996087200000000','72.852835600000000')",New Project,12/30/2021,,,Residential,2151.0,0.0,2682.0,05/01/2023,,,41.0,25.0,0.0,0.0,0.0,2.0,1.0,0.0,15.0,1.0,21.0,48.0
Nagpur,P50500005732,Shiv Elite Phase III,Om Shivam Buildcon Private Limited,441108,"('18.998172900000000','72.827469100000000')",On-Going Project,07/27/2019,07/27/2019,,Residential,15584.85,5170.2,22727.19,07/27/2019,,,296.0,218.0,0.0,0.0,0.0,0.0,7.0,0.0,56.0,0.0,0.0,141.0
Nagpur,P50500006021,SDPL Paradise II,SANDEEP DWELLERS PVT. LTD.,440023,"('21.164911419203023','79.004963205194140')",On-Going Project,12/31/2022,12/30/2023,,Residential,1153.82,203.62,2165.84,01/13/2024,,,36.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,16.0,12.0
Nagpur,P50500006120,SDPL Aashray - I,SANDEEP DWELLERS PVT. LTD.,440023,"('19.014796200000000','72.845453400000000')",New Project,09/30/2019,,,Residential,1425.26,0.0,1781.58,01/05/2018,,,37.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,6.0,5.0
Nagpur,P50500004915,Prozone Palms,Hagwood Commercial Developers Private Limited,440025,"('21.077500900370122','79.066181943750050')",On-Going Project,12/31/2018,12/31/2018,07/31/2024,Residential,5925.15,11015.56,32285.26,11/25/2022,,75.0,336.0,266.0,0.0,0.0,0.0,4.0,4.0,0.0,60.0,4.0,0.0,4.0
Nagpur,P50500012223,THE VIDARBHA PREMIER SAHANIWAS CHIKHALI KHURD NAGPUR,PRAKASH NARAYANRAO RAOLE,440024,"('21.129149900000000','79.115336700000000')",On-Going Project,02/29/2016,12/31/2018,12/31/2019,Residential,3828.0,0.0,4534.0,12/30/2017,,,81.0,61.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0,3.0,0.0,3.0
Nagpur,P50500012736,Royal Gayatri Park 2,REVATI CONSTRUCTI0N AND DEVELOPERS,441110,"('21.000417200000000','79.012234300000000')",On-Going Project,12/31/2020,12/30/2021,02/14/2025,Residential,14000.0,2120.0,11222.0,02/25/2022,,,226.0,137.0,0.0,0.0,0.0,5.0,5.0,0.0,34.0,0.0,0.0,0.0
Nagpur,P50500006428,GOKULPARK TOWER NO 1,HARIHAR INFRASTRUCTURE DEVELOPMENT CORPORATION LIMITED,440015,"('18.735793100000000','73.094692600000000')",On-Going Project,12/31/2018,12/31/2018,12/31/2033,Residential,1274.78,0.0,3246.0,11/09/2023,,,28.0,20.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0
Nagpur,P50500009553,Shiv Elite Phase IV,Om Shivam Buildcon Private Limited,441108,"('19.187229400000000','72.840747300000000')",On-Going Project,07/27/2020,01/27/2021,,Residential,10286.61,0.0,14183.03,01/24/2020,,,154.0,119.0,0.0,0.0,0.0,0.0,4.0,0.0,32.0,0.0,0.0,78.0
Nagpur,P50500006975,GOKUL GIRDHAR HEIGHTS,PANKAJ CONSTRUCTIONS,440007,"('18.596957800000000','73.774811000000000')",On-Going Project,12/31/2019,12/30/2021,,Residential,1114.0,0.0,1727.0,07/18/2018,,,33.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,18.0
Nagpur,P50500003499,KALASH ENCLAVE,KALASH BUILDERS & DEVELOPERS,440022,"('19.042560400000000','72.863808900000000')",On-Going Project,06/30/2020,12/30/2020,06/30/2024,Residential,730.8,0.0,730.8,06/19/2019,,4.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,2.0,12.0
Nagpur,P50500004139,AMANS GREEN PARK,GREEN CITY BUILDERS,440013,"('19.052112200000000','72.900668000000000')",On-Going Project,06/20/2018,08/30/2018,06/30/2023,Residential,3900.0,0.0,4875.0,08/16/2023,,,80.0,71.0,0.0,0.0,0.0,0.0,4.0,4.0,20.0,4.0,94.0,35.0
Nagpur,P50500007483,SDPL Greens II,SANDEEP DWELLERS PVT. LTD.,440026,"('21.195468911796160','79.120839999055530')",On-Going Project,12/31/2022,12/30/2023,,Residential,2878.98,508.12,3417.84,01/13/2024,,,70.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,2.0,45.0,46.0
Nagpur,P50500008242,TECHOPS INFRASTRUCTURE PVT LTD,Techops Infrastructure Pvt. Ltd.,440023,"('19.116619100000000','72.937422700000000')",On-Going Project,12/31/2024,12/30/2026,,Residential,38474.29,4750.37,42321.72,04/12/2023,,1.0,834.0,20096.0,0.0,0.0,0.0,0.0,17.0,0.0,102.0,13.0,17.0,13.0
Nagpur,P50500005633,AMALTAS,NOVELLUS INFRASTRUCTURE,440036,"('21.102880300000000','79.027777400000000')",On-Going Project,03/31/2017,03/31/2018,03/31/2019,Residential,2334.22,0.0,3828.85,02/13/2020,,2.0,58.0,38.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,139.0,1.0
Nagpur,P50500005437,PYRAMID CITY 5,PYRAMID ARCADES PVT LTD,440034,"('21.080199700000000','79.120277200000000')",On-Going Project,06/30/2018,09/30/2018,09/30/2019,Residential,17100.0,1680.0,13308.0,08/07/2019,,,157.0,129.0,0.0,0.0,0.0,0.0,11.0,0.0,46.0,3.0,68.0,3.0
Nagpur,P50500011398,Park House Holistic,Luxora Infrastructure Private Limited,440034,"('19.080388500000000','72.846857100000000')",On-Going Project,12/01/2016,12/31/2019,12/31/2025,Residential,5323.86,0.0,3328.0,12/20/2023,,,16.0,7.0,0.0,0.0,0.0,0.0,16.0,0.0,32.0,0.0,16.0,0.0
Nagpur,P50500008500,SHIV RAI LOTUS,AMOL LAXMANRAO BADHIYE,440023,"('21.133137600000000','78.906192100000000')",On-Going Project,12/31/2018,12/31/2018,,Residential,550.0,0.0,714.0,08/22/2020,,,12.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0
Nagpur,P50500010628,BALKRISHNA APARTMENT,VENKAT BALKRISHNARAO BHATGARE,440013,"('21.183719932707180','79.050232225517220')",On-Going Project,12/24/2017,02/28/2019,02/28/2020,Residential,1114.78,0.0,2056.0,02/28/2020,,,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,12.0,0.0
Nagpur,P50500009028,Park House Tranquil,Luxora Infrastructure Private Limited,440034,"('21.080199700000000','79.120277200000000')",On-Going Project,12/01/2016,12/31/2019,03/31/2026,Residential,4283.84,522.55,2518.89,12/20/2023,,,15.0,8.0,0.0,0.0,0.0,0.0,15.0,0.0,30.0,0.0,15.0,0.0
Nagpur,P50500004854,Park Mansion 48,Luxora Infrastructure Private Limited,440034,"('18.533598900000000','73.830426900000000')",On-Going Project,03/31/2016,12/31/2018,06/30/2024,Residential,696.87,0.0,303.25,12/20/2023,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0
Nagpur,P50500010626,Park Mansion 54,Luxora Infrastructure Private Limited,440034,"('18.499982700000000','73.858995400000000')",On-Going Project,12/31/2022,03/31/2018,06/30/2024,Residential,652.44,0.0,316.05,12/20/2023,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0
Nagpur,P50500004568,ANANDAM WORLD CITY PART OF TOWER A B AND D,GOLDBRICKS INFRASTRUCTURE PVT LTD,440018,"('21.148460200000000','79.095572300000000')",On-Going Project,08/31/2023,08/29/2024,,Residential,2205.0,13191.43,4949.46,02/15/2022,2.0,,42.0,28.0,0.0,0.0,0.0,3.0,3.0,0.0,57.0,3.0,0.0,68.0
Nagpur,P50500006214,IMPRESSA GLORY HOMES,IMPRESSA VENTURES,440013,"('21.186240804499267','79.051558540200860')",On-Going Project,04/30/2016,12/31/2019,,Residential,1733.0,192.33,1571.88,07/12/2021,,,18.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,1.0,0.0,1.0
Nagpur,P50500009629,GREENFIELD 1 WING D,L G DEVELOPERS AND BUILDERS,441110,"('19.063262000000000','72.925838900000000')",On-Going Project,12/31/2019,12/31/2019,,Residential,1405.84,0.0,1685.0,12/24/2019,,,32.0,30.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,0.0,1.0
Nagpur,P50500008476,AMANS MANNAT,GREEN CITY BUILDERS,440013,"('19.142655900000000','72.805344100000000')",On-Going Project,12/23/2019,04/20/2021,03/31/2024,Residential,4664.0,3353.44,5830.0,10/09/2018,,,78.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,1.0,44.0,1.0
Nagpur,P50500006203,Shiv Brighton Phase I,Om Shivam Buildcon Private Limited,441108,"('19.159339600000000','72.842685800000000')",On-Going Project,07/31/2020,01/31/2021,,Residential,6300.0,3492.03,6056.22,04/30/2019,,,84.0,56.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,42.0
Nagpur,P50500006295,Shiv Brighton Phase II,Om Shivam Buildcon Private Limited,441108,"('19.159339600000000','72.842685800000000')",On-Going Project,07/27/2020,01/31/2021,,Residential,8944.94,3492.03,11557.68,01/24/2020,,,112.0,60.0,0.0,0.0,0.0,0.0,4.0,0.0,32.0,0.0,0.0,56.0
Nagpur,P50500006050,Pushkar Orchid Greens Phase I,Pushkar Homes Private Limited,441108,"('19.034104000000000','73.331077600000000')",On-Going Project,12/31/2016,06/30/2018,,Residential,7825.22,1444.55,4970.02,07/31/2017,,1.0,104.0,96.0,0.0,0.0,0.0,0.0,7.0,0.0,30.0,3.0,61.0,31.0
Nagpur,P50500011653,Ramnath City Phase I,Ramnath Developers Pvt. Ltd.,441111,"('18.505242800000000','73.766112900000000')",On-Going Project,04/08/2017,02/04/2021,,Residential,10290.52,4835.38,29085.67,04/02/2023,6.0,3.0,266.0,186.0,0.0,0.0,0.0,0.0,23.0,0.0,52.0,15.0,232.0,34.0
Nagpur,P50500007997,Bloomdale Building 10 A,Mahindra Bebanco Developers Limited,441108,"('19.034104000000000','73.331077600000000')",On-Going Project,05/30/2017,01/30/2019,01/30/2020,Residential,2177.31,294.83,2384.74,02/01/2023,4.0,,28.0,28.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,16.0,12.0
Nagpur,P50500005066,Pushkar Orchid Greens Phase II,Pushkar Homes Private Limited,441108,"('18.503532700000000','73.761538600000000')",On-Going Project,12/31/2021,12/30/2022,,Residential,4274.78,1444.55,2715.03,07/31/2017,,,47.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,2.0,36.0,20.0
Nagpur,P50500009151,ANANDAM WORLD CITY VILLA,GOLDBRICKS INFRASTRUCTURE PVT LTD,440018,"('18.610317900000000','73.788968900000000')",On-Going Project,12/31/2025,12/30/2026,,Residential,3452.58,13191.46,6818.33,03/21/2023,,,20.0,14.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,24.0,0.0
Nagpur,P50500009703,AKSHAY ARCADE,AKSHAY CONSTRUCTIONS & BUILDERS,441111,"('19.188802300000000','72.819704300000000')",On-Going Project,12/31/2018,01/01/2019,,Residential,1237.04,0.0,1235.23,06/15/2018,,,27.0,16.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0
Nagpur,P50500012137,SHRIKRISHNA APARTMENT,NITIN VITHOBA GIRHE,440023,"('19.207236600000000','72.834822100000000')",On-Going Project,11/30/2017,12/31/2017,,Residential,356.74,0.0,356.09,08/14/2017,,,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,4.0,1.0
Nagpur,P50500006297,Supare Nagar Township,S. K. Constructions,441002,"('18.667456400000000','73.702180100000000')",On-Going Project,12/31/2021,12/30/2022,,Residential,3291.58,0.0,3402.0,06/24/2022,,,53.0,53.0,0.0,0.0,0.0,0.0,34.0,0.0,68.0,0.0,34.0,0.0
Nagpur,P50500008833,Bloomdale Building 10 B,Mahindra Bebanco Developers Limited,441108,"('19.188802300000000','72.819704300000000')",On-Going Project,05/30/2017,01/30/2019,01/30/2020,Residential,3649.63,494.2,4229.7,06/08/2022,4.0,,42.0,42.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,22.0,20.0
