district,rera_id,project_name,promoter_name,location_pin_code,location_lat_long,project_status,proposed_date_of_completion,revised_proposed_date_of_completion,extended_date_of_completion,project_type,project_area_(sqmts),recreational_open_space,sanctioned_fsi,date_last_modified,cases_count,complaints_count,number_of_appartments,number_of_booked_appartments,number_of_basements,number_of_plinth,number_of_podiums,number_of_sanctioned_floors,number_of_stilts,total_no__of_open_parking_as_per_sanctioned_plan_(4-wheeler+2-wheeler),number_of_closed_parking,number_of_plots,area_of_plot(in_sqmts),number_of_plots_booked_/_alloted_/_sold
Aurangabad,P51500034007,SHINDE ROYAL HEIGHTS,SHINDE PROPERTIES PRIVATE LIMITED,431001,,New Project,03/31/2025,,,Residential,710.0,0.0,3394.23,02/16/2023,,,33.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
Aurangabad,P51500034038,Tirupati Galaxy,SAJANSING MOTILAL JARWAL,431136,"('19.852001000000000','75.251089000000000')",New Project,12/31/2023,,,Residential,371.47,0.0,652.24,09/08/2023,,,12.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0
Aurangabad,P51500033611,RAMKRUSHNA PARK,RAMKRUSHNA PARK,431008,,New Project,12/31/2026,,,Residential,4450.0,399.49,3996.29,05/21/2022,,,53.0,0.0,0.0,5.0,0.0,17.0,5.0,0.0,5.0,0.0,0.0,0.0
Aurangabad,P51500034144,Parivartan Sai Residency,Mohammad Sanaullah Mohammad Tayyab Khan,431154,,New Project,04/30/2025,,,Residential,458.7,0.0,999.74,03/23/2022,,,19.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Aurangabad,P51500034527,JD Villas,JD Villas,431005,"('19.876165300000000','75.343313900000000')",New Project,05/11/2022,,,Residential,800.0,0.0,948.0,03/08/2023,,,10.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,10.0,0.0,0.0,0.0
Aurangabad,P51500034327,Tirupati Vishwa,SAI DEVELOPERS,431136,"('19.851914000000000','75.258344000000000')",New Project,12/31/2024,,,Residential,2303.59,230.35,3004.92,10/31/2023,,,42.0,0.0,0.0,2.0,0.0,6.0,2.0,2.0,2.0,0.0,0.0,0.0
Aurangabad,P51500034414,Deogiri Homes,Deogiri Constructions,431010,,New Project,06/12/2030,,,Residential,2721.91,341.0,1648.64,08/04/2023,,,28.0,0.0,0.0,4.0,0.0,13.0,4.0,0.0,24.0,0.0,0.0,0.0
Aurangabad,P51500033910,SARA SAHYADRI PARK,SARA LANDMARKS,432701,"('19.911116137475513','74.735036518832390')",New Project,12/31/2025,,,Residential,7476.0,0.0,7716.0,10/21/2023,,,120.0,0.0,0.0,13.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
Aurangabad,P51500034156,LOTUS PARK,SAJANSING MOTILAL JARWAL,431136,"('19.854895000000000','75.249710000000000')",New Project,12/31/2024,,,Residential,1494.95,0.0,2241.68,10/31/2023,,,28.0,0.0,0.0,4.0,0.0,12.0,4.0,0.0,4.0,0.0,0.0,0.0
Aurangabad,P51500034803,SIMPLICITY PHASE - I,Shreeram Traders and Developers,431002,,New Project,03/31/2024,,,Residential,1622.85,0.0,2184.57,04/26/2022,,,70.0,0.0,0.0,6.0,0.0,24.0,6.0,0.0,6.0,0.0,0.0,0.0
Aurangabad,P51500034169,SAI VISAWA RESIDENCY,Sai Builders,431005,,New Project,05/31/2025,,,Residential,278.7,0.0,792.38,10/19/2023,,,10.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,4.0,0.0,0.0,0.0
Aurangabad,P51500045943,RAJ ADITYA,RAHUL BASWANT NANDGAWALI,431105,,New Project,02/24/2025,,,Residential,396.24,0.0,1194.66,12/31/2023,,,10.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Aurangabad,P51500034224,Sadguru Residency,TECHNOBUILDS,431001,,New Project,10/31/2023,,,Residential,278.73,0.0,640.4,03/23/2022,,,10.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Aurangabad,P51500034317,SAHARES BHASKAR RESIDENCY,PUSHPA NANDKISHOR SAHARE,431001,,New Project,12/31/2026,,,Residential,2150.0,250.0,2254.73,03/24/2022,,,36.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0
Aurangabad,P51500045652,RAMTARA RESIDENCY,RAMTARA REALTY,431007,"('19.866664286954986','75.537627873188410')",New Project,03/31/2028,,,Residential,5999.0,600.0,3619.22,10/06/2022,,,49.0,2.0,0.0,4.0,0.0,8.0,0.0,49.0,0.0,0.0,0.0,0.0
Aurangabad,P51500034575,MASCOT AAKAR AANGAN,AAKAR DEVELOPERS,431002,,New Project,12/31/2026,,,Residential,2354.92,0.0,2130.56,04/05/2022,,,17.0,0.0,0.0,3.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0
Aurangabad,P51500045300,ATHARVA PARK PHASE - I,SHIVSAI CONTRACTORS,431001,,New Project,03/31/2026,,,Residential,2400.0,600.0,3132.44,12/05/2023,,,32.0,0.0,0.0,4.0,0.0,8.0,4.0,0.0,32.0,0.0,0.0,0.0
Aurangabad,P51500034864,SAI NISARG,VIRAJ CONSTRUCTIONS,431007,,New Project,03/31/2026,,,Residential,3512.0,326.45,4212.74,04/23/2022,,,39.0,0.0,0.0,39.0,0.0,3.0,39.0,0.0,39.0,0.0,0.0,0.0
Aurangabad,P51500045884,KINGS CITY,PREETANSH DEVELOPERS,431117,"('19.843000000000000','75.385889000000000')",New Project,12/31/2028,,,Residential,3616.65,0.0,11556.38,01/06/2024,,,151.0,0.0,0.0,0.0,0.0,21.0,0.0,189.0,150.0,0.0,0.0,0.0
Aurangabad,P51500034867,SURYA APARTMENT,SUYASH INFRASTRUCTURES,431001,"('19.868866000000000','75.318210000000000')",New Project,12/31/2025,,,Residential,753.4,0.0,2370.27,04/23/2022,,,28.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,32.0,0.0,0.0,0.0
Aurangabad,P51500046148,SWAGAT RESIDENCY,RACHNA CONSTRUCTIONS,431002,,New Project,03/31/2027,,,Residential,633.58,0.0,0.0,12/31/2023,,,18.0,0.0,0.0,1.0,0.0,6.0,0.0,5.0,13.0,0.0,0.0,0.0
Aurangabad,P51500045484,PRISHA SQUARE,NANDKISHOR BHIMRAO CHAVAN,431001,,New Project,03/31/2024,,,Residential,268.02,0.0,556.18,12/31/2023,,,9.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Aurangabad,P51500045364,STYLO EKDANT,STYLO BUILDCON,431007,,New Project,03/31/2025,,,Residential,1009.35,0.0,1267.9,05/09/2022,,,16.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Aurangabad,P51500034914,BHUVI MAYURBAN,BHAVESH RAMESHBHAI PATEL,431117,,New Project,04/15/2027,,,Residential,16600.0,1660.0,15502.26,12/04/2023,,,219.0,74.0,0.0,8.0,1.0,31.0,0.0,189.0,0.0,0.0,0.0,0.0
Aurangabad,P51500035187,SAEE TOWN,RUDRA CONSTRUCTIONS,431010,"('19.876165300000000','75.343313900000000')",New Project,01/20/2026,,,Residential,3265.46,326.45,4217.0,11/12/2023,,,39.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Aurangabad,P51500035193,CR Park,C R BUILDERS AND DEVELOPERS,431001,,New Project,03/31/2025,,,Residential,396.0,0.0,1207.95,12/08/2023,,,15.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Aurangabad,P51500035035,VIYAAN ANANTA PHASE II,RIDDHI VIYAAN VENTURES,431002,,New Project,03/31/2027,,,Residential,8700.0,875.0,13985.49,09/26/2023,,,120.0,0.0,0.0,5.0,0.0,30.0,5.0,0.0,5.0,0.0,0.0,0.0
Aurangabad,P51500045348,SWAR KALYAN,DEEPAK VENKATRAO KULKARNI,431001,"('19.874295000000000','75.344340000000000')",New Project,04/20/2027,,,Residential,410.4,0.0,1303.16,05/09/2022,,,12.0,0.0,0.0,1.0,0.0,7.0,1.0,2.0,10.0,0.0,0.0,0.0
Aurangabad,P51500046390,Trupti Park,Dhanraj Baburao Patwari,431007,"('19.837126900000000','75.357111400000000')",New Project,04/30/2026,,,Residential,1153.35,0.0,1153.35,01/09/2024,,,12.0,12.0,0.0,12.0,12.0,24.0,12.0,12.0,12.0,0.0,0.0,0.0
Aurangabad,P51500035050,PRAYAG ADITYA,VA DEVELOPERS,431005,,New Project,04/23/2025,,,Residential,343.9,0.0,985.62,12/31/2023,,,10.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Aurangabad,P51500045263,BHAGYA GARDEN CITY PHASE I,BHAGYA CONSTRUCTION,431107,"('19.491127607169210','75.385887701991300')",New Project,12/31/2024,,,Residential,3107.0,0.0,5146.24,11/22/2023,,,128.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
Aurangabad,P51500047664,INDU IMPERIAL,URBAN PROPERTIES,431005,,New Project,04/30/2025,,,Residential,264.0,0.0,761.95,12/31/2023,,,10.0,10.0,0.0,1.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0
Aurangabad,P51500045355,MEERA MEADOWS,MEENA RAJENDRA BAKLIWAL,431005,,New Project,03/31/2026,,,Residential,617.8,0.0,1733.51,07/18/2023,,,20.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0
Aurangabad,P51500045464,NIVARA RESIDENCY,Ashtvinayak Developers,431001,,New Project,03/31/2025,,,Residential,315.63,0.0,986.7,08/29/2022,,,12.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0
Aurangabad,P51500045306,Aakash Ganga Phase I,Aakash Ganga Developers,431001,"('19.876165300000000','75.343313900000000')",New Project,12/31/2024,,,Residential,3712.0,0.0,929.76,12/15/2023,,,12.0,0.0,0.0,1.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0
Aurangabad,P51500045538,GOKUL RESIDENCY,GOKULSONS BUILDERS AND DEVELOPERS LLP,431136,"('19.851430200000000','75.252039700000000')",New Project,03/31/2026,,,Residential,539.99,0.0,1198.07,05/19/2022,,,24.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0
Aurangabad,P51500045771,PARGAONKAR NAGAR - 01,SAI BUILDERS AND DEVELOPERS,431008,,New Project,03/31/2025,,,Residential,1455.0,145.0,1237.95,11/27/2023,,,30.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,30.0,0.0,0.0,0.0
Aurangabad,P51500045981,Samarth Pride,Samarth Pride,431008,,New Project,01/31/2025,,,Residential,2850.0,0.0,2137.5,06/04/2022,,,16.0,0.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Aurangabad,P51500045627,Surekha Residency,"UTTAM BHAURAO PATIL, ASHISH UTTAMRAO PATIL AND PRITI SUDHIR MAKNIKAR",431105,,New Project,12/31/2026,,,Residential,421.06,0.0,1343.76,11/02/2023,,,12.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0
Aurangabad,P51500046066,"SARA SAMRUDDHI RH NO 29 TO 36, 77 TO 80 AND 111 TO 114",SARA PROPERTIES,423701,"('19.949620434701885','74.745344248076620')",New Project,12/31/2025,,,Residential,909.05,0.0,767.88,10/21/2023,,,16.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
Aurangabad,P51500045606,BHAGYA GARDEN CITY PHASE II,BHAGYA CONSTRUCTION,431107,"('19.491051752147830','75.386354406359890')",New Project,12/31/2026,,,Residential,3107.0,0.0,5159.57,11/22/2023,,,128.0,0.0,0.0,4.0,0.0,16.0,4.0,0.0,4.0,0.0,0.0,0.0
Aurangabad,P51500046866,GIRDHAR RESIDENCY,KARWA AND DARAKH DEVELOPERS,431001,,New Project,12/31/2024,,,Residential,334.5,0.0,988.4,09/05/2022,,,10.0,0.0,0.0,0.0,0.0,6.0,1.0,2.0,1.0,0.0,0.0,0.0
Aurangabad,P51500045751,TRILOK VISTA,TRILOK BUILDCON,431005,,New Project,03/31/2027,,,Residential,1427.5,0.0,1876.86,08/09/2023,,,24.0,0.0,0.0,2.0,0.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0
Aurangabad,P51500046377,IDEAS-1,IDEAS DEVELOPERS,431002,"('19.849374842354162','75.294969764715590')",New Project,05/31/2026,,,Residential,1636.8,0.0,7459.02,12/21/2023,,,48.0,6.0,0.0,1.0,0.0,14.0,1.0,26.0,0.0,0.0,0.0,0.0
Aurangabad,P51500046206,Sharda Heights,SWANAND REALTIES,431001,"('19.881124317550730','75.326169219976820')",New Project,12/31/2024,,,Residential,458.7,0.0,1188.11,06/10/2022,,,12.0,0.0,0.0,1.0,0.0,8.0,1.0,2.0,12.0,0.0,0.0,0.0
Aurangabad,P51500045761,GREEN SPACE RESIDENCY PROJECT 1 B BLOCK,Marathwada Constructions Pvt Ltd,431002,,New Project,03/31/2026,,,Residential,803.19,0.0,1005.96,01/14/2024,,,9.0,1.0,0.0,3.0,0.0,6.0,3.0,0.0,3.0,0.0,0.0,0.0
Aurangabad,P51500045953,7 Bungalows,Saleem Ahmed Khan,431001,,New Project,12/31/2024,,,Residential,719.13,0.0,795.78,10/13/2023,,,7.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Aurangabad,P51500046411,Adroit Utopia,Karimkhan Mohidinkhan Pathan,431002,,New Project,05/23/2027,,,Residential,836.43,0.0,2131.0,04/28/2023,,,58.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0
Aurangabad,P51500045722,SAI SHREE APARTMENT,Vikas Sudarshan Yadav,431009,"('19.871812789235957','75.353677955633560')",New Project,05/20/2027,,,Residential,333.1,0.0,1065.92,01/15/2024,,,12.0,8.0,0.0,1.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0
Aurangabad,P51500046389,MORYA PARK,M H INFRASTRUCTURE,431103,,New Project,03/31/2025,,,Residential,1506.21,0.0,1491.66,06/16/2022,,,22.0,0.0,0.0,12.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Aurangabad,P51500047411,SADGURU RESIDENCY,SADGURU DEVELOPERS,431136,,New Project,06/30/2026,,,Residential,711.66,0.0,1580.85,10/17/2022,,,32.0,0.0,1.0,1.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0
Aurangabad,P51500047292,RYANS RESIDENCY NX - 81,GAUTAM KACHARDAS SANCHETI (HUF),431116,,New Project,03/31/2027,,,Residential,8100.0,815.92,6230.77,02/24/2023,,,81.0,27.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
Aurangabad,P51500045905,SAMRATH HEIGHTS,SAMRATH INFRA,431002,,New Project,12/31/2026,,,Residential,405.0,0.0,898.0,10/27/2023,,,12.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0
Aurangabad,P51500046121,DIVINE PARK,RUDRA DEVELOPERS,431001,,New Project,06/30/2024,,,Residential,555.0,0.0,672.22,06/15/2022,,,6.0,0.0,0.0,6.0,0.0,12.0,0.0,6.0,0.0,0.0,0.0,0.0
Aurangabad,P51500048680,SHITAL NAGAR,SANJAY SHYAMLAL VYAS,431001,"('19.885698800000000','75.287414200000000')",New Project,12/31/2028,,,Residential,2100.0,0.0,1702.62,10/23/2023,,,33.0,4.0,1.0,1.0,0.0,9.0,0.0,45.0,0.0,0.0,0.0,0.0
Aurangabad,P51500048697,SAEE RESIDENCY PHASE II,SAEE BUILDCON,431010,"('19.876165300000000','75.343313900000000')",New Project,02/06/2024,,,Residential,540.0,0.0,816.0,01/03/2023,,,7.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Aurangabad,P51500046429,GAJANAN VIHAR,VYANKATESH AHK INFRAA,431007,,New Project,06/30/2027,,,Residential,2935.27,0.0,2650.62,07/12/2022,,,34.0,0.0,0.0,4.0,0.0,8.0,0.0,75.0,0.0,0.0,0.0,0.0
Aurangabad,P51500046446,ASHTAVINAYAK VILLAS,JAY CONSTRUCTION,431005,"('19.843722300000000','75.298943000000000')",New Project,12/31/2025,,,Residential,1100.0,0.0,985.52,07/16/2022,,,8.0,0.0,8.0,8.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
Aurangabad,P51500046576,SAI SHRADDHA RESIDENCY,SHRI SAI BUILDERS AND DEVELOPERS,431007,"('19.886312700000000','75.386990200000000')",New Project,12/31/2025,,,Residential,250.69,0.0,740.55,11/30/2023,,,12.0,5.0,1.0,1.0,0.0,6.0,0.0,12.0,12.0,0.0,0.0,0.0
Aurangabad,P51500047045,Ambai Residency,Shivansh Realty,431001,"('19.865896644684266','75.318958654075620')",New Project,03/31/2025,,,Residential,372.0,0.0,1172.0,01/06/2024,,,12.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Aurangabad,P51500046508,SNEH-DHANASHRI,DEEPAK VENKATRAO KULKARNI,431001,"('19.877535000000000','75.321020000000000')",New Project,06/30/2027,,,Residential,372.7,0.0,1239.06,08/01/2022,,,12.0,0.0,0.0,1.0,0.0,6.0,1.0,2.0,1.0,0.0,0.0,0.0
Aurangabad,P51500048648,AMBIKA APARTMENT,MUKUND GOVINDRAO KULKARNI,431005,"('19.858195759641120','75.353657168513690')",New Project,12/31/2025,,,Residential,662.3,0.0,2835.36,01/03/2024,,,28.0,1.0,1.0,1.0,0.0,7.0,1.0,28.0,1.0,0.0,0.0,0.0
Aurangabad,P51500046928,VENKATESH RESIDENCY,Akshay Buildcon,431002,,New Project,12/31/2026,,,Residential,2649.52,0.0,2932.51,09/22/2023,,,23.0,0.0,0.0,3.0,0.0,6.0,0.0,46.0,0.0,0.0,0.0,0.0
Aurangabad,P51500049424,GADEKAR SWASTIK,PRAKASH  GADEKAR,431136,,New Project,12/31/2023,,,Residential,695.12,0.0,1400.0,02/03/2023,,,21.0,0.0,0.0,1.0,0.0,5.0,0.0,44.0,0.0,0.0,0.0,0.0
Aurangabad,P51500047147,SHASHWAT SONALI KUNJ,SHASHWAT GROUP,431102,,New Project,07/31/2025,,,Residential,782.2,0.0,782.2,12/31/2023,,,10.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0
Aurangabad,P51500047762,RUSHIKESH VILLA,MALODE BUILDERS & DEVELOPERS,431001,,New Project,03/31/2025,,,Residential,767.66,0.0,865.15,10/03/2022,,,12.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Aurangabad,P51500046826,MAULI NAGAR,VITHU MAULI BUILDERS,431002,,New Project,12/31/2027,,,Residential,969.5,0.0,1075.21,08/26/2022,,,12.0,0.0,0.0,2.0,0.0,4.0,2.0,18.0,2.0,0.0,0.0,0.0
Aurangabad,P51500047445,RENUKAPURAM PHASE-1,PADMANABH BUILDCON,431001,,New Project,06/30/2026,,,Residential,3400.0,0.0,4985.21,10/03/2022,,,71.0,0.0,0.0,1.0,0.0,7.0,1.0,134.0,0.0,0.0,0.0,0.0
Aurangabad,P51500048055,Tridal-B,Trishul Constructions,431001,"('19.876165300000000','75.343313900000000')",New Project,05/29/2025,,,Residential,1417.0,0.0,1726.48,03/28/2023,,,20.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,14.0,0.0,0.0,0.0
Aurangabad,P51500047597,RENUKAPURAM PHASE-2,PADMANABH BUILDCON,431001,,New Project,06/30/2026,,,Residential,3184.25,318.42,2772.64,11/04/2022,,,24.0,0.0,0.0,1.0,0.0,2.0,0.0,24.0,24.0,0.0,0.0,0.0
Aurangabad,P51500047135,Swastik Towers,Hari Om Developers,431010,,New Project,08/27/2025,,,Residential,1652.68,0.0,2908.72,09/28/2022,,,48.0,0.0,0.0,3.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0
Aurangabad,P51500047669,PARGAONKAR NAGAR - II,RUDRA BUILDERS AND DEVELOPERS,431008,,New Project,08/31/2025,,,Residential,24000.0,2400.0,10613.66,12/16/2023,,,248.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0
Aurangabad,P51500047125,Leela Kutir,INSPIRA REALTY LLP,431002,"('19.808537000000000','75.288807000000000')",New Project,09/30/2026,,,Residential,4679.61,0.0,4956.79,01/15/2024,,,54.0,0.0,0.0,2.0,2.0,7.0,2.0,35.0,212.0,0.0,0.0,0.0
Aurangabad,P51500047819,MAHAVIR RESIDENCY,NIRMAN VENTURES,431136,"('19.850193000000000','75.261420000000000')",New Project,09/30/2024,,,Residential,886.0,0.0,1252.0,11/03/2022,,,16.0,0.0,1.0,0.0,0.0,2.0,1.0,30.0,1.0,0.0,0.0,0.0
Aurangabad,P51500047311,Nabhraj Trimurti,NABHRAJ BUILDERS AND DEVELOPERS PVT LTD,431003,"('19.869702000000000','75.334499000000000')",New Project,02/25/2025,,,Residential,331.2,0.0,1070.58,10/17/2023,,,10.0,0.0,0.0,1.0,0.0,7.0,1.0,21.0,1.0,0.0,0.0,0.0
Aurangabad,P51500047356,MY HOME ANNEX,Manoj Kachrulal chopda,431002,,New Project,12/31/2025,,,Residential,742.5,0.0,737.67,08/07/2023,,,12.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
Aurangabad,P51500047134,BALAJI SOLASTA,Creative Group,431002,,New Project,03/31/2027,,,Residential,2675.0,0.0,3972.15,07/20/2023,,,33.0,0.0,0.0,4.0,0.0,12.0,4.0,14.0,4.0,0.0,0.0,0.0
Aurangabad,P51500049241,Vidyashree Apartment,Saurabh Vimal Sahuji,431001,"('19.892602700000000','75.280152899999990')",New Project,03/31/2024,,,Residential,333.45,0.0,671.0,10/20/2023,,,10.0,6.0,0.0,1.0,0.0,5.0,1.0,22.0,1.0,0.0,0.0,0.0
Aurangabad,P51500047925,Ganpati Heights,Shree Ganpati Constructions,431009,,New Project,12/31/2027,,,Residential,1089.16,0.0,1089.16,10/05/2022,,,17.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Aurangabad,P51500048926,Nandan Vatika Wing C,Nandan Constructions,431001,,New Project,12/31/2024,,,Residential,1231.8,125.08,3427.68,11/23/2023,,,32.0,14.0,0.0,1.0,0.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0
Aurangabad,P51500048481,CHANDRAMOULI PINNACLE 2,CHANDRAMOULI PROPERTIES,431005,"('19.854580668230373','75.323630509144220')",New Project,12/01/2026,,,Residential,804.06,0.0,2570.55,10/27/2023,,,32.0,7.0,0.0,1.0,0.0,8.0,1.0,2.0,30.0,0.0,0.0,0.0
Aurangabad,P51500047868,RENUKA PRIDE,PARTH DEVELOPERS,431005,,New Project,09/30/2025,,,Residential,349.3,0.0,1117.76,12/31/2023,,,12.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0
Aurangabad,P51500047993,Nandan Vatika Wing B,Nandan Constructions,431001,,New Project,12/31/2025,,,Residential,1036.4,105.11,2928.08,10/20/2023,,,32.0,0.0,0.0,1.0,0.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0
Aurangabad,P51500048921,Nandan Vatika Wing A,Nandan Constructions,431001,,New Project,03/31/2027,,,Residential,1231.8,125.08,3427.68,11/23/2023,,,32.0,0.0,0.0,1.0,0.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0
Aurangabad,P51500047915,HORIZON,SUNITA PRAKASHRAO HIWARALE,431005,,New Project,07/21/2026,,,Residential,465.38,0.0,1187.15,12/31/2023,,,18.0,0.0,0.0,1.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0
Aurangabad,P51500048551,VISHWAS,MALKHARE BUILDERS AND DEVELOPERS PVT LTD,431002,,New Project,03/31/2027,,,Residential,363.66,0.0,992.63,01/16/2024,,,12.0,2.0,0.0,1.0,0.0,7.0,1.0,24.0,1.0,0.0,0.0,0.0
Aurangabad,P51500047909,RENUKA HEIGHTS,MANISH SHESHRAO PATIL,431001,,New Project,12/31/2023,,,Residential,297.0,0.0,741.2,11/13/2022,,,10.0,0.0,0.0,1.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0
Aurangabad,P51500047831,SARA SAMRUDDHI PHASE II,SARA PROPERTIES,423701,,New Project,12/31/2027,,,Residential,5794.5,0.0,2757.81,10/16/2023,,,60.0,0.0,0.0,10.0,0.0,20.0,5.0,0.0,5.0,0.0,0.0,0.0
Aurangabad,P51500048162,Soham Residency,Sumeru Realities,431001,,New Project,05/29/2025,,,Residential,682.5,0.0,2180.85,01/13/2024,,,14.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,42.0,0.0,0.0,0.0
Aurangabad,P51500047888,SHIVAM RESIDENCY,S R ASSOCIATES,431136,"('19.876165300000000','75.343313900000000')",New Project,12/31/2025,,,Residential,5053.35,505.33,7211.88,11/16/2023,,,108.0,0.0,0.0,4.0,0.0,15.0,4.0,0.0,63.0,0.0,0.0,0.0
Aurangabad,P51500048155,21 Leaves,MRUNAL CONSTRUCTION,431001,"('19.857276227452918','75.335031238562020')",New Project,10/31/2025,,,Residential,660.0,0.0,1466.75,12/21/2023,,,21.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
Aurangabad,P51500053325,SHRI NIWASA RESIDENCY,SHRI NARAYANA BUILDERS,431154,"('19.876165300000000','75.343313900000000')",New Project,03/31/2025,,,Residential,743.2,0.0,1064.36,10/03/2023,,,12.0,0.0,0.0,1.0,0.0,2.0,1.0,25.0,12.0,0.0,0.0,0.0
Aurangabad,P51500048858,VITHAI RESIDENCY,SHRINIVASA DEVELOPER,431008,,New Project,12/31/2027,,,Residential,6500.0,596.4,5586.85,11/10/2023,,,72.0,22.0,0.0,10.0,0.0,10.0,9.0,158.0,8.0,0.0,0.0,0.0
Aurangabad,P51500048166,SWAPNAPURTI HEIGHTS,Kalyani Infracon,431001,,New Project,03/31/2025,,,Residential,333.64,0.0,855.6,09/21/2023,,,12.0,2.0,0.0,1.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0
Aurangabad,P51500048109,SHREE MAHALAXMI SAUBHAGYA-02,SWAPNIL MORESHWAR KULKARNI,431010,"('19.850264300000000','75.307690400000000')",New Project,03/31/2026,,,Residential,280.0,0.0,810.25,12/01/2022,,,12.0,0.0,0.0,1.0,0.0,6.0,1.0,7.0,1.0,0.0,0.0,0.0
Aurangabad,P51500048743,ROYALS DHRUVIKA APARTMENT,MOHAMMED ALTAF AHMED,431001,,New Project,12/31/2024,,,Residential,282.0,0.0,783.4,01/04/2023,,,10.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0
Aurangabad,P51500049295,Abhishek Heights,GUPTA BUILDERS,431010,,New Project,11/09/2025,,,Residential,308.25,0.0,759.19,02/02/2023,,,10.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,27.0,0.0,0.0,0.0
Aurangabad,P51500049534,NAGPAL PALM LEAVES - II,R. N. Developers,431005,,New Project,12/31/2025,,,Residential,1070.8,0.0,3729.76,12/08/2023,,,32.0,0.0,0.0,1.0,0.0,8.0,0.0,32.0,0.0,0.0,0.0,0.0
