district,rera_id,project_name,promoter_name,location_pin_code,location_lat_long,project_status,proposed_date_of_completion,revised_proposed_date_of_completion,extended_date_of_completion,project_type,project_area_(sqmts),recreational_open_space,sanctioned_fsi,date_last_modified,cases_count,complaints_count,number_of_appartments,number_of_booked_appartments,number_of_basements,number_of_plinth,number_of_podiums,number_of_sanctioned_floors,number_of_stilts,total_no__of_open_parking_as_per_sanctioned_plan_(4-wheeler+2-wheeler),number_of_closed_parking,number_of_plots,area_of_plot(in_sqmts),number_of_plots_booked_/_alloted_/_sold
Aurangabad,P51500011537,SAINATHVILLA Phase II,Sainath Builders & Developers,431001,"('19.858827000000000','75.442968000000000')",On-Going Project,05/31/2018,05/31/2018,,Residential,3032.7,477.77,1761.94,02/02/2023,,,32.0,21.0,0.0,2.0,0.0,10.0,2.0,8.0,2.0,0.0,0.0,0.0
Aurangabad,P51500001870,AANAND SHILP APARTMENT,Shilp Constructions,431001,"('19.879709000000000','75.325572000000000')",On-Going Project,06/30/2018,12/31/2018,,Residential,397.5,397.5,699.68,04/09/2021,,,10.0,1.0,0.0,1.0,0.0,6.0,1.0,10.0,0.0,0.0,0.0,0.0
Aurangabad,P51500002341,FLORENZA VILLAS,Mahesh Vithalrao Labhshetwar,431005,"('19.848946000000000','75.276947000000000')",On-Going Project,12/31/2019,12/31/2019,06/30/2024,Residential,9400.0,940.0,8145.0,05/26/2020,,,27.0,12.0,0.0,7.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0
Aurangabad,P51500000594,RAAJ SWAPNAPURTI,S RAAJ ASSOCIATES,431001,"('19.859908000000000','75.268353000000000')",On-Going Project,12/31/2017,12/31/2018,,Residential,8100.0,798.5,5537.0,07/18/2023,,,121.0,54.0,0.0,7.0,0.0,20.0,2.0,0.0,40.0,0.0,0.0,0.0
Aurangabad,P51500005443,The HUB,ZAMBAD INFRASTRUCTURE LIMITED,431154,"('21.073548800000000','78.961348600000000')",On-Going Project,06/30/2019,12/31/2019,,Residential,9100.0,872.57,9304.85,07/30/2021,,,308.0,0.0,1.0,4.0,0.0,22.0,0.0,1.0,77.0,0.0,0.0,0.0
Aurangabad,P51500004987,OMICRON ASPIRE,OMICRON DEVELOPERS,431007,"('18.606662800000000','73.752467300000000')",On-Going Project,12/31/2015,06/30/2018,,Residential,12100.0,1054.0,8697.6,12/06/2019,,,171.0,71.0,0.0,12.0,0.0,36.0,12.0,0.0,171.0,0.0,0.0,0.0
Aurangabad,P51500001817,Ekdant Srushti Phase-1,Sanjeevkumar Harakchand Kankariya,431001,"('19.883247000000000','75.492301000000000')",On-Going Project,04/30/2018,12/31/2018,,Residential,910.0,0.0,1092.0,12/08/2020,,,36.0,20.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0
Aurangabad,P51500000376,Pride Phoenix Building - A,ABAD ESTATE AOP,431001,"('19.868784501308050','75.402703372007750')",On-Going Project,12/31/2018,12/31/2018,,Residential,949.78,304.19,3570.99,02/19/2022,,,42.0,38.0,0.0,1.0,0.0,8.0,1.0,11.0,31.0,0.0,0.0,0.0
Aurangabad,P51500004795,SAI SANKUL PHASE-II,SHREE VENKATESH DEVELOPERS,431003,"('19.884216000000000','75.391297000000000')",On-Going Project,03/31/2019,03/31/2019,,Residential,580.48,0.0,893.78,11/07/2020,,,24.0,11.0,1.0,1.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0
Aurangabad,P51500001293,Sai Bhadra Residency,Sai Builders,431005,"('19.879514000000000','75.348259000000000')",On-Going Project,06/23/2018,12/23/2018,,Residential,626.5,0.0,1026.6,06/20/2021,,,18.0,9.0,0.0,1.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0
Aurangabad,P51500000992,HARIKUNJ,DEEPAK RADHESHYAM JHUNJHUNWALA,431105,"('19.727808000000000','75.299350000000000')",On-Going Project,03/31/2024,03/30/2025,,Residential,7119.69,1240.38,7460.54,08/15/2021,,,161.0,0.0,0.0,5.0,0.0,20.0,8.0,137.0,8.0,0.0,0.0,0.0
Aurangabad,P51500000331,PRIDE PHOENIX BUILDING B1-B2,ABAD ESTATE AOP,431001,"('19.869061981159720','75.402687278753660')",On-Going Project,12/31/2018,12/31/2018,,Residential,1610.11,232.8,2794.89,06/22/2022,,,56.0,47.0,0.0,1.0,0.0,8.0,1.0,26.0,30.0,0.0,0.0,0.0
Aurangabad,P51500000337,PRIDE PHOENIX BUILDING C1-C2,ABAD ESTATE AOP,431001,"('19.869092251659808','75.403121796614070')",On-Going Project,12/31/2019,12/31/2019,,Residential,1590.72,230.0,3059.04,06/22/2022,,,56.0,43.0,0.0,1.0,0.0,8.0,1.0,26.0,30.0,0.0,0.0,0.0
Aurangabad,P51500001044,ORCHID,VISION VENTURES,431001,"('18.627776400000000','74.172438000000000')",On-Going Project,12/31/2017,12/31/2019,,Residential,880.6,0.0,1225.5,04/12/2022,,,24.0,4.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0
Aurangabad,P51500000615,SHRIRAM PARK,UNIQUE BUILDERS,431002,"('21.147448300000000','78.968405700000000')",On-Going Project,10/15/2019,10/15/2022,,Residential,3950.0,402.88,4147.5,02/22/2022,,,92.0,68.0,0.0,3.0,0.0,12.0,3.0,0.0,80.0,0.0,0.0,0.0
Aurangabad,P51500004842,Choudhary Bhuvi landmarks - I,NEST DEVELOPERS,431136,"('19.864021500000000','75.263948000000000')",On-Going Project,04/01/2019,12/01/2019,,Residential,2396.85,0.0,2162.0,02/29/2020,,,54.0,21.0,0.0,3.0,0.0,10.0,2.0,0.0,24.0,0.0,0.0,0.0
Aurangabad,P51500002803,ARCH SAPTARANG,ARCH DEVELOPERS,431001,"('19.895506103911050','75.280158606535340')",On-Going Project,12/14/2020,12/14/2021,,Residential,1339.7,0.0,2399.1,07/15/2021,,,50.0,24.0,2.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
Aurangabad,P51500005043,NAMAN VIHAR,SANJAY SHYAMLAL VYAS,431102,"('19.864021500000000','75.263948000000000')",On-Going Project,05/31/2019,05/31/2019,,Residential,558.16,372.11,558.16,01/28/2020,,,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0
Aurangabad,P51500006901,Ajinkya Palacia,KUNDALWAL AND SONS,431001,"('19.207236600000000','72.834822100000000')",On-Going Project,03/31/2020,09/30/2020,09/30/2024,Residential,1118.65,0.0,1230.51,07/03/2023,,,23.0,8.0,0.0,1.0,0.0,7.0,1.0,25.0,0.0,0.0,0.0,0.0
Aurangabad,P51500000945,SHREE BALAJI ENCLAVE,Nabhraj Construction,431005,"('19.859096000000000','75.301861000000000')",New Project,10/03/2019,,03/30/2021,Residential,550.2,0.0,977.21,03/13/2023,,,18.0,0.0,0.0,1.0,0.0,6.0,1.0,2.0,14.0,0.0,0.0,0.0
Aurangabad,P51500008142,PARIJAT-A,DEVEN DEVELOPERS,431001,"('18.496740100000000','74.300440800000000')",On-Going Project,03/15/2017,01/31/2019,,Residential,990.0,0.0,965.8,01/01/2020,,,20.0,18.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Aurangabad,P51500001997,DISHA KUNJABAN PHASE 2,DEVANAND NARAYANRAO KOTGIRE (HUF),431136,"('21.073548800000000','78.961348600000000')",On-Going Project,12/31/2018,12/31/2018,12/31/2019,Residential,3722.96,0.0,3196.0,11/22/2022,,,64.0,50.0,0.0,0.0,0.0,10.0,2.0,0.0,64.0,0.0,0.0,0.0
Aurangabad,P51500001537,DISHA KUNJABAN PHASE 3,DEVANAND NARAYANRAO KOTGIRE (HUF),431136,"('21.150653000000000','79.129451600000000')",On-Going Project,12/31/2018,12/31/2018,12/31/2019,Residential,3405.93,0.0,2980.04,11/22/2022,,,80.0,76.0,0.0,0.0,0.0,10.0,3.0,18.0,62.0,0.0,0.0,0.0
Aurangabad,P51500001468,SARA PARIVARTAN - SECTOR B - PHASE 1,SARA PROPERTIES,431008,"('19.955999000000000','75.356807000000000')",New Project,08/15/2019,,,Residential,6877.14,1437.63,9768.02,09/11/2023,,,182.0,182.0,0.0,6.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
Aurangabad,P51500003721,SARA GOKULDHAM - A BUILDING,Jagrutsara Structures LLP,431007,"('19.867288000000000','75.400500000000000')",New Project,02/15/2021,,,Residential,1823.0,0.0,3191.0,12/20/2022,,,40.0,35.0,0.0,1.0,0.0,6.0,1.0,0.0,40.0,0.0,0.0,0.0
Aurangabad,P51500001261,DISHA KUNJABAN PHASE 4,DEVANAND NARAYANRAO KOTGIRE (HUF),431136,"('19.838987900000000','75.247119500000000')",On-Going Project,12/31/2025,12/30/2026,,Residential,5610.86,0.0,5082.39,02/20/2023,,,112.0,2.0,0.0,0.0,0.0,15.0,3.0,18.0,94.0,0.0,0.0,0.0
Aurangabad,P51500001362,Mahalaxmi Alankar,Mahalaxmi Builders,431005,"('19.850500000000000','75.352100000000000')",On-Going Project,12/31/2021,12/30/2024,,Residential,1836.24,0.0,2561.58,12/08/2022,,,60.0,60.0,0.0,3.0,0.0,18.0,3.0,0.0,3.0,0.0,0.0,0.0
Aurangabad,P51500003708,LAXMI NAGAR PHASE I,Vijayalaxmi Developers,431210,"('19.902478700000000','75.498552100000000')",On-Going Project,12/31/2018,12/31/2018,,Residential,908.0,0.0,1042.02,08/12/2021,,,25.0,8.0,0.0,2.0,0.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0
Aurangabad,P51500001944,SARA SWAPNANGAN - ROW HOUSES,Sara Infrastructures,431007,"('19.889152000000000','75.474281000000000')",On-Going Project,07/31/2017,12/31/2017,,Residential,17985.26,1686.51,9534.42,12/16/2022,,,238.0,172.0,0.0,15.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
Aurangabad,P51500012918,Parvatinagar,SHARDUL DEVELOPERS,431003,"('21.081752700000000','79.119264400000000')",New Project,06/30/2024,,,Residential,4200.0,426.93,940.56,01/16/2019,,,57.0,0.0,0.0,2.0,0.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0
Aurangabad,P51500001363,"SARA SWAPNANGAN - A4, A5, A6 BUILDINGS",Sara Infrastructures,431007,"('19.889375000000000','75.474093000000000')",On-Going Project,12/31/2018,12/31/2018,,Residential,2552.1,0.0,4394.7,12/16/2022,,,84.0,4.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
Aurangabad,P51500004619,LAMBODAR RESIDENCY,SIDDHANT CONSTRUCTION,431002,"('19.839922000000000','75.354360000000000')",New Project,08/28/2022,,,Residential,4000.0,400.11,4400.0,09/23/2022,,,32.0,1.0,0.0,2.0,0.0,10.0,2.0,32.0,0.0,0.0,0.0,0.0
Aurangabad,P51500002419,VYANKATESH PRIDE,MADHURA DEVELOPERS,431003,"('18.491096300000000','73.822930600000000')",On-Going Project,09/30/2019,09/30/2019,,Residential,2200.0,250.0,1980.0,01/13/2020,,,32.0,10.0,0.0,3.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0
Aurangabad,P51500003772,BHUVI VRUNDAVAN - 1,Bhuvi Landmarks LLP,431001,"('19.879935500000000','75.332472300000000')",On-Going Project,12/31/2017,03/31/2018,,Residential,2000.0,250.0,854.09,01/20/2022,,,18.0,18.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Aurangabad,P51500002507,SAI HARDIK HEIGHTS,BHAVEN MAHENDRA SUKHIYA,431005,"('18.581746900000000','73.981705600000000')",On-Going Project,03/31/2018,03/31/2018,,Residential,1270.0,0.0,1750.73,08/07/2019,,,30.0,20.0,0.0,1.0,0.0,5.0,1.0,0.0,30.0,0.0,0.0,0.0
Aurangabad,P51500003613,OM VRUNDAVAN,RANVEER BUILDERS AND DEVLOPERS,431102,"('19.863306000000000','75.263672000000000')",On-Going Project,12/31/2019,12/31/2019,12/30/2021,Residential,3400.0,340.0,2821.96,04/15/2021,,,45.0,40.0,0.0,3.0,0.0,9.0,0.0,0.0,32.0,0.0,0.0,0.0
Aurangabad,P51500001963,AARYA VASTU,DEEPESH MADHUKAR SHINDE,431001,"('19.864021500000000','75.263948000000000')",On-Going Project,11/08/2019,11/08/2019,,Residential,907.06,0.0,898.7,12/30/2019,,,17.0,3.0,0.0,2.0,0.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0
Aurangabad,P51500004708,DEOGIRI VRINDAVAN,CITI HOMES,431001,"('19.838632000000000','75.327189000000000')",On-Going Project,08/13/2023,08/13/2024,,Residential,4000.0,956.38,1675.12,12/19/2022,,,101.0,39.0,0.0,7.0,0.0,34.0,7.0,0.0,7.0,0.0,0.0,0.0
Aurangabad,P51500007236,GURUKRUPA RESIDENCY,GURUKRUPA CONSTUCTIONS,431005,"('19.843839000000000','75.298931000000000')",On-Going Project,07/17/2022,07/17/2023,07/10/2024,Residential,1002.3,0.0,1090.0,12/01/2023,,,19.0,0.0,0.0,1.0,0.0,4.0,1.0,19.0,1.0,0.0,0.0,0.0
Aurangabad,P51500002685,SYMPHONY,GIRIRAJ PROMOTERS AND DEVELOPERS,431005,"('19.845898278427015','75.354310140223560')",On-Going Project,12/31/2020,12/30/2021,,Residential,4000.0,400.0,2995.0,05/27/2020,,,71.0,35.0,0.0,4.0,0.0,19.0,4.0,0.0,4.0,0.0,0.0,0.0
Aurangabad,P51500004524,SHANKARAA SRUSHTI,VYANKATESH ABK INFRAA,431001,"('19.919396000000000','75.356343000000000')",On-Going Project,12/31/2020,06/30/2021,04/30/2024,Residential,3950.0,400.0,4110.0,02/23/2022,,,108.0,9.0,3.0,4.0,0.0,19.0,12.0,0.0,12.0,0.0,0.0,0.0
Aurangabad,P51500007813,Classic Samarth Villa,Shree Rajrajeshwar Builders & Developers,431005,"('19.867353000000000','75.470090000000000')",On-Going Project,06/21/2019,06/21/2019,,Residential,393.1,0.0,465.49,12/26/2021,,,15.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
Aurangabad,P51500002970,Malpanis Batra Residency,Shubham Construction Company,431001,"('19.854239000000000','75.265851000000000')",On-Going Project,11/30/2018,03/30/2022,,Residential,6100.0,610.0,5917.83,05/01/2023,,,112.0,33.0,0.0,7.0,0.0,35.0,7.0,0.0,22.0,0.0,0.0,0.0
Aurangabad,P51500002659,Shrihari Nakshatra,Marathwada Builders & Developers,431002,"('19.806515845904750','75.290093508726500')",On-Going Project,06/30/2022,06/30/2023,06/29/2024,Residential,4762.23,483.0,2930.47,11/22/2023,,,75.0,21.0,0.0,1.0,0.0,8.0,0.0,121.0,88.0,0.0,0.0,0.0
Aurangabad,P51500002693,Tejal Park,M/S Tejal Park,431003,"('19.919251000000000','75.356020000000000')",On-Going Project,12/31/2018,12/31/2019,,Residential,1351.8,0.0,2381.71,04/06/2023,,,60.0,40.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
Aurangabad,P51500005055,Choudhary Bhuvi Landmarks - II,NEST DEVELOPERS,431136,"('21.080199700000000','79.120277200000000')",On-Going Project,04/01/2020,12/30/2022,,Residential,3469.13,0.0,3455.88,09/13/2021,1.0,,65.0,9.0,0.0,4.0,0.0,14.0,3.0,0.0,36.0,0.0,0.0,0.0
Aurangabad,P51500003486,Shreeji Tower Residential,Manali & Company,431001,"('21.137252900000000','79.058856000000000')",On-Going Project,01/03/2019,07/03/2019,09/30/2023,Residential,900.0,0.0,531.55,01/19/2023,,,11.0,10.0,1.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0
Aurangabad,P51500002345,DISHA VINAYAK PHASE 1,DNK COMBINES,431010,"('19.845046000000000','75.307612000000000')",On-Going Project,12/31/2018,03/31/2019,,Residential,1158.34,115.83,1257.86,12/31/2021,,,24.0,16.0,0.0,2.0,0.0,8.0,2.0,8.0,16.0,0.0,0.0,0.0
Aurangabad,P51500001666,DISHA VINAYAK PHASE 2,DNK COMBINES,431010,"('19.845062000000000','75.307654000000000')",New Project,12/30/2022,,,Residential,2908.84,291.88,1360.8,01/14/2023,,,42.0,0.0,0.0,1.0,0.0,8.0,1.0,25.0,17.0,0.0,0.0,0.0
Aurangabad,P51500007708,PARIJAT C,DEVEN DEVELOPERS,431001,"('19.813203000000000','75.289727000000000')",On-Going Project,03/16/2018,05/31/2019,,Residential,624.1,0.0,617.17,01/01/2020,,,8.0,7.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Aurangabad,P51500011307,AMRUT SAI PLAZA PH 2,Shree Amrut Sai Developer Pvt.Ltd,431001,"('19.856718000000000','75.309178000000000')",On-Going Project,07/31/2022,07/31/2023,07/31/2025,Residential,15589.74,0.0,15590.46,12/06/2023,,,304.0,191.0,0.0,10.0,0.0,50.0,10.0,304.0,0.0,0.0,0.0,0.0
Aurangabad,P51500003468,Shri Gurudatta Apartment,Manjusha  Pande,431005,"('19.850500000000000','75.352100000000000')",On-Going Project,04/30/2018,12/31/2019,,Residential,396.0,0.0,840.36,07/19/2022,,,13.0,13.0,0.0,1.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0
Aurangabad,P51500001935,SARA PARIVARTAN - SECTOR E,Jagrutsara Structures LLP,431008,"('19.955975000000000','75.356885000000000')",On-Going Project,12/31/2017,12/31/2017,,Residential,4607.68,0.0,8829.02,12/20/2022,,,168.0,60.0,0.0,6.0,0.0,24.0,0.0,0.0,48.0,0.0,0.0,0.0
Aurangabad,P51500011515,Neeraj Vihar,Rajendra  Surana,431001,"('19.886755000000000','75.292098000000000')",New Project,08/30/2019,,06/30/2025,Residential,838.53,0.0,1173.53,12/25/2023,,,20.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0
Aurangabad,P51500001328,ROYAL PALMS,PALMS REALTY,431005,"('21.115747200000000','79.044730600000000')",On-Going Project,11/30/2017,06/30/2018,10/30/2020,Residential,5580.87,558.08,3114.24,02/26/2022,,,64.0,49.0,0.0,4.0,0.0,20.0,4.0,0.0,64.0,0.0,0.0,0.0
Aurangabad,P51500003143,Hrim Ssky City Phase I,Ashok  Baheti,431001,"('18.533598900000000','73.830426900000000')",On-Going Project,09/30/2019,10/30/2022,,Residential,1651.0,0.0,1896.49,08/24/2023,,,44.0,43.0,0.0,1.0,0.0,12.0,1.0,0.0,18.0,0.0,0.0,0.0
Aurangabad,P51500002019,MANGALMURTI RESIDENCY,JAGDAMBA DEVELOPERS,431136,"('19.864021500000000','75.263948000000000')",On-Going Project,12/31/2017,12/31/2017,,Residential,425.0,0.0,419.74,01/11/2020,,,10.0,9.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0
Aurangabad,P51500004587,Pratik Srushti,ASHISH ASHOK KAWDE,431003,"('19.878786900000000','75.365128000000000')",On-Going Project,01/21/2019,01/21/2019,09/25/2022,Residential,2149.79,0.0,2769.86,12/05/2021,,,74.0,15.0,1.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0
Aurangabad,P51500014339,BHUVI GHARKUL,Bhuvi Landmarks LLP,431001,"('19.876165300000000','75.343313900000000')",New Project,12/30/2021,,,Residential,845.39,0.0,1152.97,10/14/2021,,,22.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0
Aurangabad,P51500001609,SAI BAN,KAILASH NAMDEO KABADE,431136,"('21.228199700000000','79.066624100000000')",On-Going Project,12/31/2018,12/31/2018,,Residential,1837.24,0.0,1312.94,08/06/2021,,,39.0,34.0,0.0,7.0,0.0,12.0,0.0,39.0,0.0,0.0,0.0,0.0
Aurangabad,P51500002962,BHUVI MADHURBAN,Bhuvi Landmarks LLP,431007,"('19.876165300000000','75.343313900000000')",On-Going Project,03/31/2018,12/31/2018,12/31/2019,Residential,10200.0,944.18,8232.02,01/28/2023,,,133.0,115.0,0.0,11.0,0.0,26.0,2.0,0.0,249.0,0.0,0.0,0.0
Aurangabad,P51500001791,SAI SAHYOG RESIDENCY,VIKAS LAXMAN CHAUDHARY,431005,"('19.869090549882866','75.344408636021400')",On-Going Project,11/30/2019,11/30/2019,11/28/2021,Residential,680.4,0.0,1120.16,12/05/2020,,,16.0,16.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0
Aurangabad,P51500016531,PRATHMESH APARTMENT,HARISH MADHUKAR KULKARNI,431005,,New Project,10/20/2019,,,Residential,465.0,0.0,487.19,02/11/2020,,,9.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0
Aurangabad,P51500012329,NEO CITY I - PHASE II,HASHMI DISHA CONSTRUCTION,431001,"('18.529280000000000','73.945706000000000')",On-Going Project,12/31/2025,12/30/2026,,Residential,5311.13,0.0,3032.34,07/11/2022,,,55.0,0.0,3.0,3.0,0.0,6.0,1.0,55.0,0.0,0.0,0.0,0.0
Aurangabad,P51500015360,SAI SANSKRUTI BUILDING D PHASE II,VIKAS INFRASTRUCTURE,431001,"('21.081199000000000','79.003902800000000')",New Project,12/30/2024,,,Residential,4000.0,400.0,911.88,04/15/2021,,,16.0,14.0,0.0,1.0,0.0,5.0,1.0,10.0,16.0,0.0,0.0,0.0
Aurangabad,P51500002740,SAFFRON TRANQUIL LANDSCAPE,Saffron Associates,431010,"('19.849562921345380','75.319114265923640')",On-Going Project,07/31/2019,07/31/2019,01/30/2021,Residential,11948.0,2013.0,8091.0,02/01/2021,,,28.0,20.0,0.0,6.0,0.0,17.0,0.0,12.0,0.0,0.0,0.0,0.0
Aurangabad,P51500004770,180 and 51 Greens,A.M.PATEL INFRA PVT LTD,431005,"('18.588357000000000','73.874686500000000')",On-Going Project,07/31/2022,07/31/2023,01/31/2024,Residential,29050.0,4357.5,41448.5,08/11/2023,,1.0,244.0,155.0,0.0,58.0,0.0,221.0,0.0,160.0,0.0,0.0,0.0,0.0
Aurangabad,P51500002641,SHREE DATTA MEHER HERITAGE,SHREE ASSOCIATES INFRASTRUCTURE AND DEVELOPER,431008,"('19.034464700000000','73.011009600000000')",On-Going Project,08/19/2020,08/19/2026,,Residential,6700.0,670.0,5025.0,09/04/2020,,,63.0,55.0,0.0,8.0,0.0,18.0,1.0,2.0,1.0,0.0,0.0,0.0
Aurangabad,P51500006684,KALYANI SAI SWAROOP,J K BUILDERS AND DEVELOPERS,431001,"('19.890263400000000','75.323544000000000')",On-Going Project,03/31/2019,03/31/2019,,Residential,1300.0,0.0,1286.91,02/23/2023,,,39.0,18.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0
Aurangabad,P51500013419,SUNRISE VILLE,AMAR BABASAHEB JADHAV,431133,"('19.853091475595970','75.257570311569900')",New Project,09/30/2020,,12/27/2024,Residential,2869.0,391.9,2977.6,03/06/2023,,,68.0,44.0,0.0,3.0,0.0,14.0,3.0,0.0,1.0,0.0,0.0,0.0
Aurangabad,P51500008230,AARYA CASA,RAJVEER INFRA PROJECTS,431005,"('19.097571100000000','72.903237000000000')",On-Going Project,07/31/2019,07/31/2019,12/30/2021,Residential,3895.0,390.0,3727.85,02/05/2022,,2.0,20.0,6.0,0.0,7.0,0.0,26.0,1.0,20.0,1.0,0.0,0.0,0.0
Aurangabad,P51500001812,GOLDEN PALM APARTMENT,Raka and Baheti Associates,431002,"('17.691727800000000','75.882476500000000')",On-Going Project,03/31/2018,03/31/2018,,Residential,1500.0,0.0,1485.0,11/28/2019,,,25.0,23.0,0.0,2.0,0.0,9.0,2.0,25.0,0.0,0.0,0.0,0.0
Aurangabad,P51500003253,Hrim Ssky City Phase II,Ashok  Baheti,431001,"('17.003441200000000','73.358159100000000')",On-Going Project,10/30/2018,10/30/2022,,Residential,1023.0,0.0,1400.32,04/21/2023,,,28.0,17.0,0.0,1.0,0.0,8.0,1.0,0.0,16.0,0.0,0.0,0.0
Aurangabad,P51500006796,Hrim Sky City Phase III,Ashok  Baheti,431001,"('21.137252900000000','79.058856000000000')",On-Going Project,10/30/2019,10/30/2022,,Residential,1011.0,0.0,1252.24,08/24/2023,,,28.0,17.0,0.0,1.0,0.0,8.0,1.0,0.0,16.0,0.0,0.0,0.0
Aurangabad,P51500005654,TAWDE NISHIGANDH,TAWDE BUILDERS AND ASSOCIATES,431002,"('19.967487000000000','79.293827300000000')",On-Going Project,12/31/2019,12/30/2023,12/31/2027,Residential,1109.23,0.0,1316.01,12/04/2023,,,23.0,11.0,0.0,2.0,0.0,8.0,2.0,7.0,0.0,0.0,0.0,0.0
Aurangabad,P51500002955,TEJAL SRUSHTI,TEJAL SRUSHTI,431008,"('19.967487000000000','79.293827300000000')",New Project,07/19/2022,,,Residential,2137.0,723.94,2482.81,06/01/2023,,,40.0,40.0,0.0,6.0,0.0,12.0,0.0,84.0,0.0,0.0,0.0,0.0
Aurangabad,P51500012110,SAHARE PRIDE,PUSHPA NANDKISHOR SAHARE,431112,"('18.463845200000000','73.815812800000000')",On-Going Project,03/31/2018,03/31/2018,,Residential,913.94,400.0,1383.33,12/31/2019,,,13.0,9.0,2.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
Aurangabad,P51500009869,GALAXY ENCLAVE,PRASANNA NEMICHAND MEHER,431001,"('19.890263400000000','75.323544000000000')",On-Going Project,07/31/2017,01/31/2021,12/31/2025,Residential,5648.92,1042.86,5648.92,11/21/2022,,,85.0,21.0,0.0,0.0,0.0,24.0,4.0,4.0,4.0,0.0,0.0,0.0
Aurangabad,P51500004520,SATYAM RESIDENCY,Mahalaxmi builders and Developers,431001,"('19.163044500000000','72.839299500000000')",On-Going Project,07/31/2019,07/31/2019,06/30/2022,Residential,908.0,90.8,644.79,06/27/2022,,,14.0,11.0,0.0,2.0,0.0,8.0,3.0,0.0,3.0,0.0,0.0,0.0
Aurangabad,P51500003002,GREEN HEIGHTS,A M PATEL INFRASTRUCTURE PVT LTD,431005,"('21.228199700000000','79.066624100000000')",On-Going Project,12/31/2018,07/31/2019,09/30/2022,Residential,4141.96,572.57,8742.12,04/06/2023,,,43.0,2.0,0.0,4.0,0.0,26.0,0.0,60.0,52.0,0.0,0.0,0.0
Aurangabad,P51500015262,kamal enclave,prafulla prakash nagapurkar & others,431001,"('18.683111200000000','73.797792800000000')",New Project,12/31/2019,,,Residential,559.65,0.0,764.46,03/07/2022,,,16.0,2.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Aurangabad,P51500008163,MANOMAY RESIDENCY,Gayatri Developers,431005,"('19.989423600000000','79.260613800000000')",On-Going Project,12/31/2020,12/30/2021,,Residential,2199.21,0.0,4920.0,12/23/2021,5.0,,25.0,23.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0
Aurangabad,P51500005710,SAI NAKSHATRA BUILDING A AND B PHASE- I,VIKAS LAXMAN CHAUDHARY,431136,"('19.815945716143780','75.287430097728700')",On-Going Project,12/31/2019,12/31/2019,,Residential,3075.0,307.5,5511.14,09/06/2021,,,112.0,75.0,0.0,2.0,0.0,16.0,2.0,72.0,40.0,0.0,0.0,0.0
Aurangabad,P51500009460,R C BUILDER RAAJ VALLEY PHASE II,R.C. Builders and Developers,431001,"('19.989423600000000','79.260613800000000')",On-Going Project,07/10/2018,07/24/2019,01/23/2021,Residential,774.31,0.0,1084.31,02/22/2018,,,20.0,3.0,0.0,1.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0
